# The 2MASS Redshift Survey
# Huchra et al., ApJS, in press
#
# http://tdc-www.harvard.edu/2mrs/
# catalog version 2.4, 2011 Dec 16
# maintained by Lucas Macri, lmacri@tamu.edu
#
# Entries in original input catalogs that have been rejected -- Galactic sources, pieces of galaxies, artifacts, etc. Corresponds to Table A1 in paper.
#
#ID               RAdeg      DECdeg       l          b        k_c    h_c    j_c    k_tc   h_tc   j_tc  e_k   e_h   e_j   e_kt  e_ht  e_jt   e_bv r_iso r_ext  b/a  flgs Comments
04241322+3054522  66.055206  30.914558 167.737976 -12.894913 11.106 11.522 12.509 11.106 11.522 12.509 0.036 0.029 0.028 0.018 0.017 0.019 0.603 1.508 1.508 0.200 0343 Piece of galaxy 04241377+3054563
04313407+1808048  67.892014  18.134695 178.928360 -20.047503  9.255 10.608 12.413  9.255 10.550 12.230 0.018 0.040 0.062 0.034 0.037 0.071 0.872 1.551 1.690 0.400 0000 Star (HH 154)
04314438+1808318  67.935120  18.142141 178.949677 -20.011002 10.291 11.751 99.999  9.796 11.550 15.758 0.060 0.123 9.999 0.053 0.173 0.266 0.856 1.491 1.774 0.480 000n Star (HH 454)
04335902-5951487  68.495857 -59.863438 270.025635 -40.282646 11.331 13.949 16.605 10.754 13.949 15.666 0.102 0.291 1.393 0.099 0.291 0.103 0.021 1.540 1.894 0.520 0000 Image flaw
04341298+7200034  68.554520  72.000893 138.345245  16.181255  9.473 10.220 11.736  9.473 10.220 11.736 0.062 0.074 0.102 0.076 0.089 0.149 0.191 1.863 1.973 0.780 0666 Image flaw
04342962+7312243  68.623749  73.206673 137.393661  16.970276 11.481 11.724 12.348 11.088 11.487 12.116 0.087 0.063 0.044 0.083 0.077 0.058 0.133 1.365 1.734 0.600 0222 Piece of galaxy 04342894+7312173 
04544316-6248020  73.679909 -62.800503 272.886047 -37.149582 11.744 11.767 12.318 11.744 11.767 12.318 0.132 0.062 0.043 0.077 0.038 0.028 0.034 1.511 1.510 0.340 0000 Piece of galaxy 04544451-6247592
04562861+2200371  74.119217  22.010187 179.492386 -13.053519 11.531 11.628 12.364 11.379 11.380 12.224 0.079 0.043 0.040 0.077 0.041 0.045 0.412 1.303 1.513 0.320 0000 Piece of galaxy 04562867+2200320 
04571495-6844422  74.312286 -68.745087 279.938660 -35.390667 11.676 12.472 12.740 11.676 12.472 12.740 0.156 0.175 0.109 0.091 0.125 0.076 0.075 1.360 1.359 0.740 0222 Planetary nebula
04571624-6623202  74.317757 -66.389038 277.143921 -36.024300 11.225 11.922 12.193 11.047 11.787 12.046 0.067 0.067 0.038 0.066 0.083 0.047 0.075 1.121 1.436 0.660 0000 HII region in LMC
04590950-6744370  74.789459 -67.743668 278.697021 -35.494648  9.756  9.942 10.353  9.477  9.872 10.297 0.090 0.067 0.042 0.085 0.076 0.051 0.218 1.954 2.091 0.500 0666 Star cluster in LMC (NGC 1786)
05001448-0321178  75.060417  -3.354949 202.648972 -26.170158 11.549 11.807 12.410 11.091 11.437 12.212 0.101 0.059 0.043 0.104 0.073 0.066 0.051 1.310 1.706 0.320 0666 Piece of galaxy 05001569-0321088
05005871-6933562  75.244446 -69.565727 280.788055 -34.842274 11.209 12.390 13.872 11.192 12.244 13.603 0.038 0.055 0.090 0.035 0.060 0.214 0.276 0.924 1.151 0.660 0222 Star
05012418+5119517  75.350761  51.331421 156.774948   5.691884 11.440 12.573 11.954 11.381 12.510 11.878 0.039 0.065 0.021 0.040 0.094 0.025 0.746 0.898 1.197 0.700 0000 Star
05084571+3116380  77.190559  31.277281 173.615158  -5.321717 10.319 10.682 11.557 10.319 10.682 11.557 0.039 0.038 0.028 0.037 0.038 0.034 0.701 1.498 1.646 0.440 0113 Piece of galaxy 05084540+3116199
05123023-7024219  78.126045 -70.406082 281.463013 -33.673058 11.684 12.508 12.751 11.465 12.430 12.648 0.092 0.106 0.069 0.091 0.148 0.091 0.075 1.130 1.423 0.820 0333 Planetary nebula
05203358-6646437  80.139595 -66.778709 277.015808 -33.681335 11.731 12.188 12.372 11.727 11.783 12.316 0.143 0.116 0.059 0.156 0.099 0.069 0.075 1.428 1.590 0.460 0311 HII region in LMC (NGC 1920)
05273778-6727305  81.907028 -67.458336 277.693665 -32.898392 11.509 12.186 12.522 11.509 12.186 12.522 0.064 0.057 0.038 0.036 0.038 0.026 0.075 1.049 1.049 0.640 0133 Star
05304266-6717108  82.678131 -67.286446 277.443634 -32.627548 10.810 11.227 11.153 10.244 11.227 10.736 0.099 0.084 0.036 0.081 0.047 0.035 0.299 1.599 1.882 0.620 0114 Star cluster in LMC (NGC 2004)
05305522-6627595  82.730003 -66.466553 276.474030 -32.707603 11.724 11.750 11.906 11.165 11.278 11.436 0.121 0.077 0.041 0.122 0.088 0.047 0.075 1.207 1.586 0.840 0111 Star cluster in LMC (NGC 2003)
05331099-3623486  83.295815 -36.396851 241.044571 -30.693806 10.297 10.524 11.251 10.297 10.524 11.251 0.056 0.036 0.030 0.028 0.018 0.017 0.038 1.790 1.790 0.220 0666 Piece of galaxy 05331289-3623556
05344057-2913566  83.669289 -29.232382 233.168808 -28.552752 10.547 10.712 11.488 10.421 10.499 11.333 0.057 0.027 0.024 0.049 0.023 0.028 0.026 1.422 1.615 0.740 0666 Piece of galaxy 05344138-2913557
05363258+1638561  84.135735  16.648865 189.395538  -8.225619 10.943 11.307 12.120 10.391 11.286 12.032 0.081 0.047 0.040 0.075 0.083 0.071 0.563 1.425 1.805 0.840 0666 Piece of galaxy 05363237+1638291
05382261-7041134  84.594055 -70.687065 281.317230 -31.505238 10.874 11.641 12.252 10.696 11.582 12.252 0.088 0.095 0.077 0.080 0.107 0.104 0.814 1.540 1.749 0.360 0224 Star cluster in LMC (NGC 2075)
05383396-6905457  84.641602 -69.096039 279.461151 -31.684843  7.490  8.099  8.294  7.490  8.099  8.294 0.016 0.017 0.009 0.008 0.008 0.005 0.075 1.846 1.846 0.740 0666 HII region in LMC
05383549-6904437  84.647865 -69.078827 279.440765 -31.684587 10.056 10.842 10.725 10.009 10.676 10.646 0.053 0.060 0.025 0.047 0.051 0.024 0.075 1.528 1.672 0.360 0221 HII region in LMC
05383796-6903297  84.658165 -69.058334 279.416321 -31.683264 10.043 10.788 10.743 10.043 10.788 10.743 0.094 0.104 0.046 0.047 0.054 0.025 0.075 1.606 1.606 0.960 0111 Star in LMC (Dor IRS 63)
05384066-6900218  84.669289 -69.006126 279.354828 -31.685219 10.696 11.465 11.677 10.696 11.465 11.677 0.143 0.144 0.082 0.072 0.084 0.049 0.075 1.770 1.770 0.220 0222 Reflection Nebula in LMC (NGC 2069)
05385378-6904589  84.724121 -69.083038 279.442047 -31.657059  7.065  7.874  8.012  6.848  7.870  8.011 0.012 0.014 0.008 0.012 0.015 0.008 0.075 2.071 2.173 0.460 0111 HII region in LMC
05385471-6905329  84.727890 -69.092491 279.452881 -31.654655  9.186 10.081 10.067  9.120  9.978  0.075 0.040 0.054 0.026 0.040 0.052 0.026 0.075 1.652 1.812 0.340 0666 HII region in LMC
05390293-6905260  84.762070 -69.090401 279.448853 -31.642771 11.022 11.878 11.889 10.995 11.806 11.533 0.080 0.082 0.041 0.074 0.089 0.039 0.075 1.188 1.372 0.720 0222 Infrared Source in LMC (Dor IRS 169)
05393773-6945410  84.907303 -69.761337 280.224365 -31.515219 10.437 11.550 12.394  9.955 11.515 12.394 0.094 0.136 0.127 0.149 0.385 0.411 0.075 1.465 1.897 0.640 0222 Star in LMC
05394014-6946193  84.917236 -69.772026 280.236359 -31.510557  9.912 10.716 10.898  9.865 10.619 10.832 0.052 0.064 0.035 0.050 0.060 0.036 0.075 1.391 1.585 0.920 0222 Star in LMC
05395275-6945178  84.969742 -69.754967 280.213989 -31.494503 10.096 10.944 11.294  9.550 10.923 11.101 0.071 0.089 0.054 0.095 0.203 0.118 0.075 1.473 1.950 0.740 0666 HII region in LMC
05452779-6946220  86.365677 -69.772865 280.175934 -31.012440 11.540 12.133 12.578 11.439 11.972 12.305 0.082 0.067 0.045 0.081 0.074 0.047 0.075 1.093 1.354 0.900 0333 Star cluster in LMC (NGC 2113)
05464670-1647083  86.694710 -16.785583 221.313477 -21.647766  9.529  9.802 10.702  9.442  9.705 10.570 0.037 0.026 0.022 0.034 0.024 0.022 0.084 1.635 1.797 0.400 0666 Piece of galaxy 05464746-1646574
05494563-7012437  87.440285 -70.212265 280.648804 -30.608339 10.228 11.348 12.457 10.157 11.226 12.065 0.033 0.045 0.049 0.029 0.042 0.044 0.471 1.179 1.364 0.580 0333 Star cluster in LMC (KMHK 1427)
05512118-6921328  87.838654 -69.359062 279.648956 -30.532187 11.138 11.324 11.814 10.875 11.057 11.483 0.069 0.039 0.024 0.096 0.063 0.038 0.292 1.179 1.640 0.660 0111 Star cluster in LMC (NGC 2127)
05562386+4606175  89.099548  46.104767 166.156418  10.475551  9.715 10.326 10.384  9.699 10.308 10.372 0.010 0.010 0.005 0.011 0.011 0.006 0.233 1.124 1.374 0.800 0000 Planetary nebula
05571929-5222215  89.330338 -52.372662 260.075439 -29.225714 11.631 12.090 12.894 11.339 12.089 12.881 0.082 0.076 0.055 0.078 0.107 0.084 0.060 1.444 1.775 0.280 0611 Piece of galaxy 05571768-5222152
05573751-6715496  89.406219 -67.263779 277.197510 -30.038132 10.452 10.628 11.034 10.079 10.170 10.556 0.071 0.051 0.029 0.081 0.055 0.035 0.065 1.467 1.796 0.620 0221 Star cluster in LMC (NGC 2154)
06003883-0950384  90.161697  -9.844020 216.112137 -15.706161 11.246 12.335 14.075 11.218 12.202 14.031 0.039 0.042 0.067 0.037 0.047 0.106 0.981 0.949 1.197 0.900 0000 Star
06045758-0635165  91.239950  -6.588010 213.572200 -13.319700 11.062 11.775 12.900 10.820 11.701 12.575 0.049 0.043 0.046 0.069 0.087 0.084 0.324 1.079 1.556 0.780 0000 Image flaw
06055724-3557521  91.488716 -35.964489 242.485214 -24.192995 11.226 11.622 12.291 11.221 11.502 12.285 0.060 0.044 0.037 0.136 0.044 0.135 0.075 1.412 1.573 0.260 0000 Piece of galaxy 06055794-3557494
06062602-8637579  91.607880 -86.632774 299.200226 -27.735828  9.758 10.351 11.166  9.639  9.975 10.859 0.039 0.038 0.031 0.052 0.039 0.038 0.140 1.562 1.913 0.380 0222 Piece of galaxy 06054236-8637553
06103285+7122451  92.637138  71.379158 142.807220  22.438025 10.195 10.473 11.218 10.195 10.473 11.218 0.052 0.044 0.031 0.026 0.022 0.018 0.228 1.900 1.901 0.140 0000 Piece of galaxy 06103633+7123100
06142300-6950424  93.595657 -69.845139 280.162628 -28.517450 10.727 10.658 11.081 10.727 10.658 11.081 0.076 0.040 0.022 0.038 0.020 0.012 0.076 1.645 1.646 0.700 0666 Star cluster in LMC (Hodge 11)
06181070+7822337  94.544487  78.376038 135.627106  24.878897 11.195 11.454 12.070 11.195 11.454 12.070 0.103 0.068 0.047 0.054 0.040 0.029 0.096 1.652 1.653 0.120 0212 Piece of galaxy 06183771+7821252
06190436+0309321  94.768074   3.158925 206.403534  -5.736277 10.089 10.459 11.421 10.089 10.418 11.421 0.041 0.035 0.031 0.043 0.031 0.018 0.722 1.680 1.806 0.420 0111 Piece of galaxy 06190264+0309512
06201364+6635053  95.056831  66.584831 148.010681  21.741535 11.152 11.511 12.147 10.993 11.127 11.999 0.066 0.052 0.035 0.057 0.042 0.038 0.109 1.320 1.529 0.760 0111 Piece of galaxy 06201164+6635058
06262209-5341259  96.591888 -53.690624 262.371704 -25.149374 10.352 10.772 11.422 10.352 10.772 11.422 0.069 0.058 0.041 0.034 0.031 0.024 0.094 1.638 1.639 0.460 0222 Piece of galaxy 06262045-5341358
06292334+7429437  97.346992  74.495453 139.950272  24.616236 11.108 11.402 12.194 10.993 11.321 12.104 0.065 0.040 0.033 0.058 0.042 0.039 0.136 1.428 1.616 0.420 0666 Piece of galaxy 06292061+7429337
06422328+5310451 100.597382  53.179192 162.557175  20.118937 11.557 11.890 12.655 11.501 11.804 12.578 0.052 0.042 0.033 0.053 0.047 0.041 0.085 1.346 1.559 0.240 0333 Piece of galaxy 06422385+5310451 
06442732-1755568 101.113869 -17.932508 228.268417  -9.566316 11.663 11.894 12.630 11.663 11.894 12.630 0.084 0.048 0.042 0.049 0.030 0.029 0.416 1.413 1.412 0.260 0000 Piece of galaxy 06442769-1755566
06455204-1811513 101.466797 -18.197592 228.657715  -9.378158 11.189 11.437 11.978 11.189 11.437 11.978 0.129 0.086 0.055 0.067 0.050 0.034 0.383 1.565 1.565 0.620 0111 Piece of galaxy 06455279-1812389
07021384+2513365 105.557716  25.226772 191.215561  13.429186 11.091 13.234 14.427 11.091 13.234 14.427 0.071 0.176 0.227 0.036 0.149 0.203 0.067 1.567 1.567 0.820 0333 Image flaw
07021515-2756556 105.563133 -27.948679 239.232925 -10.173279 11.232 12.899 14.477 11.152 12.899 14.477 0.107 0.195 0.209 0.097 0.152 0.190 0.149 1.507 1.690 0.300 0331 Image flaw
07030234+4925206 105.759789  49.422466 167.437180  22.062984 11.146 11.635 12.210 10.994 11.435 12.109 0.058 0.048 0.032 0.049 0.046 0.035 0.099 1.375 1.573 0.520 0222 Piece of galaxy 07030285+4925276
07051537-1839124 106.314148 -18.653379 231.117905  -5.453040 11.387 11.620 12.187 11.135 11.486 12.128 0.074 0.043 0.036 0.084 0.061 0.059 0.465 1.146 1.531 0.780 0333 Image flaw
07094814-2734153 107.450462 -27.570877 239.625656  -8.505417 10.869 10.980 11.729 10.839 10.980 11.729 0.106 0.045 0.043 0.113 0.024 0.026 0.169 1.600 1.733 0.260 0666 Piece of galaxy 07094687-2734083
07111990+2622322 107.832870  26.375530 190.967361  15.765284 10.602 10.896 11.638 10.602 10.896 11.585 0.054 0.039 0.029 0.055 0.037 0.031 0.088 1.534 1.676 0.460 0111 Piece of galaxy 07111958+2622175
07160361+6442315 109.015381  64.708916 151.386185  26.939644 10.192 10.474 11.128 10.060 10.342 11.027 0.043 0.033 0.023 0.037 0.028 0.024 0.081 1.486 1.664 0.820 0222 Piece of galaxy 07160408+6442415
07171337-2855037 109.305695 -28.917772 241.580063  -7.644804 11.465 11.787 12.577 11.288 11.556 12.407 0.088 0.044 0.046 0.079 0.044 0.051 0.226 1.446 1.679 0.320 0666 Piece of galaxy 07171375-2855007
07212674+2311006 110.361389  23.183521 194.959442  16.638058 10.449 10.691 11.391 10.449 10.691 11.391 0.052 0.036 0.026 0.052 0.038 0.033 0.077 1.601 1.735 0.480 0111 Piece of galaxy 07212664+2311167
07271181+8544540 111.798889  85.748390 127.677025  27.709188 10.596 10.876 11.503 10.360 10.876 11.374 0.073 0.059 0.036 0.073 0.031 0.045 0.100 1.474 1.737 0.500 0666 Piece of galaxy 07271448+8545162
07310660-0559482 112.777237  -5.996750 222.837997   6.016266 11.115 11.658 12.198 11.099 11.573 11.777 0.029 0.022 0.016 0.037 0.030 0.017 0.125 0.857 1.333 0.720 0000 Image flaw
