# The 2MASS Redshift Survey
# Huchra et al., ApJS, in press
#
# http://tdc-www.harvard.edu/2mrs/
# catalog version 2.4, 2011 Dec 16
# maintained by Lucas Macri, lmacri@tamu.edu
#
# Code "M": The NED query by 2MASS ID returned a match with no redshift, but a query by position (tolerance=1.3 arcminutes) returned a match with a redshift. Contents presented in Table A5 in paper.
#
#2MASS_ID        NED_ID                         RA          DEC        TYPE   NED_CZ QUAL NED_BIBCODE         NED_ALT_ENTRY                  RA           DEC       TYPE   NED_CZ  SEP NED_BIBCODE         CZ_ERR
00014401-3025082|2MASX J00014401-3025082       |00h01m44.0s -30d25m08s|IrS   |      |    |                   |ESO 409- G 002                |00h01m43.9s -30d25m08s|G     |  8604| 0.0|20032dF...C...0000C|  64
00380733-2504033|2MASX J00380733-2504033       |00h38m07.3s -25d04m03s|IrS   |      |    |                   |SARS 008.91016-25.34244       |00h38m07.2s -25d04m04s|G     | 19952| 0.0|2005AJ....130.2012W|  15
00383973+1724113|2MASX J00383973+1724113       |00h38m39.7s +17d24m11s|IrS   |      |    |                   |UGC 00393                     |00h38m39.9s +17d24m10s|G     |  5428| 0.1|1993A&AS..102...57B|   7
00391373-2206079|2MASX J00391373-2206079       |00h39m13.8s -22d06m08s|G     |      |    |                   |KOS SP4 034                   |00h39m13.7s -22d06m09s|G     | 19726| 0.0|1989A&AS...79..147V|  78
00494204-3017431|2MASX J00494204-3017431       |00h49m42.1s -30d17m43s|G     |      |    |                   |ESO 411- G 020                |00h49m42.0s -30d17m43s|G     | 14090| 0.0|20032dF...C...0000C|  89
00540394+7305052|MCG +12-02-001 NED02          |00h54m04.0s +73d05m05s|G     |      |    |                   |MCG +12-02-001                |00h54m03.6s +73d05m12s|GPair |  4706| 0.1|1992ApJS...83...29S|  22
00593601+1259106|2MASX J00593601+1259106       |00h59m36.0s +12d59m11s|IrS   |      |    |                   |CGCG 435-033                  |00h59m36.0s +12d59m11s|IrS   | 12090| 0.0|1999MNRAS.305..259W|  33
01120089-3334066|2MASX J01120089-3334066       |01h12m00.9s -33d34m07s|IrS   |      |    |                   |2dFGRS S504Z030               |01h12m00.9s -33d34m06s|G     |  9923| 0.0|20032dF...C...0000C|  89
01122305+1631481|2MASX J01122305+1631481       |01h12m23.1s +16d31m48s|G     |      |    |                   |CGCG 459-015                  |01h12m23.0s +16d31m48s|GPair | 12658| 0.0|1999ApJS..121..287H|  29
01274102+1212547|UGC 01041 NED02               |01h27m41.0s +12d12m55s|G     |      |    |                   |UGC 01041                     |01h27m39.0s +12d13m32s|GGrou | 16844| 0.8|1990ApJ...355..393W|  50
01302854-2240019|2MASX J01302854-2240019       |01h30m28.5s -22d40m02s|IrS   |      |    |                   |NGC 0578                      |01h30m29.1s -22d40m03s|G     |  1628| 0.1|2004AJ....128...16K|   3
01312663+1416389|2MASX J01312663+1416389       |01h31m26.6s +14d16m39s|G     |      |    |                   |UGC 01087                     |01h31m26.6s +14d16m39s|G     |  4485| 0.0|1993ApJS...88..383L|   1
01322533+1759259|2MASX J01322533+1759259       |01h32m25.3s +17d59m26s|G     |      |    |                   |IRAS  01297+1744              |01h32m25.3s +17d59m26s|G     | 12501| 0.0|1999MNRAS.308..897L| 250
01342276-3250071|2MASX J01342276-3250071       |01h34m22.8s -32d50m08s|IrS   |      |    |                   |2dFGRS S452Z029               |01h34m22.8s -32d50m08s|IrS   | 19127| 0.0|20032dF...C...0000C|  64
01432105+1154101|2MASX J01432105+1154101       |01h43m21.1s +11d54m10s|IrS   |      |    |                   |UGC 01206                     |01h43m21.0s +11d54m10s|G     |  8441| 0.0|1999ApJS..121..287H|  30
01483344+1325507|2MASX J01483344+1325507       |01h48m33.5s +13d25m51s|IrS   |      |    |                   |UGC 01261                     |01h48m33.5s +13d25m51s|IrS   |  5015| 0.0|1993ApJS...88..383L|   2
02050385-3223073|2MASX J02050385-3223073       |02h05m03.9s -32d23m07s|G     |      |    |                   |ESO 354- G 033                |02h05m03.9s -32d23m07s|G     |  4962| 0.0|2003A&A...412...57P|   5
02063166+1700003|2MASX J02063166+1700003       |02h06m31.7s +17d00m00s|IrS   |      |    |                   |CGCG 461-045 NED02            |02h06m31.7s +17d00m00s|G     | 12859| 0.0|1999PASP..111..438F|  51
02080653-3419575|2MASX J02080653-3419575       |02h08m06.5s -34d19m57s|IrS   |      |    |                   |2MASX J02080653-3419575       |02h08m06.5s -34d19m57s|IrS   |  9563| 0.0|20032dF...C...0000C|  89
02270015-2254433|2MASX J02270015-2254433       |02h27m00.1s -22d54m43s|IrS   |      |    |                   |AM 0224-230                   |02h27m00.3s -22d54m40s|G     | 10442| 0.1|2007A&A...465...71T|  15
02291161+3823456|2MASX J02291161+3823456       |02h29m11.6s +38d23m46s|G     |      |    |                   |UGC 01960                     |02h29m11.7s +38d23m41s|G     |  5195| 0.0|1999ApJS..121..287H|  18
02313642-2300570|2MASX J02313642-2300570       |02h31m36.4s -23d00m57s|IrS   |      |    |                   |DUKST 479-009                 |02h31m36.3s -23d00m55s|G     | 16565| 0.0|1998MNRAS.300..417R| 150
02362546+1346496|2MASX J02362546+1346496       |02h36m25.5s +13d46m50s|IrS   |      |    |                   |IC 1821 NED01                 |02h36m25.4s +13d46m49s|G     | 12056| 0.0|1999PASP..111..438F|  19
02393311+1737458|2MASX J02393311+1737458       |02h39m33.1s +17d37m46s|IrS   |      |    |                   |CGCG 462-038                  |02h39m33.2s +17d37m47s|G     |  9135| 0.0|1999ApJS..121..287H|  24
02431452+1636338|2MASX J02431452+1636338       |02h43m14.5s +16d36m34s|G     |      |    |                   |CGCG 462-048                  |02h43m14.5s +16d36m34s|G     |  7528| 0.0|1993AJ....105.1271G|  10
02432656+1640108|2MASX J02432656+1640108       |02h43m26.5s +16d40m11s|IrS   |      |    |                   |VV 278a                       |02h43m26.6s +16d40m12s|G     |  7524| 0.0|1985BICDS..29...87K|  27
02434911+1453222|2MASX J02434911+1453222       |02h43m49.1s +14d53m22s|G     |      |    |                   |IC 1835                       |02h43m49.1s +14d53m22s|GGrou | 13907| 0.0|1990ApJ...355..393W|  50
02442471+1734387|2MASX J02442471+1734387       |02h44m24.8s +17d34m39s|IrS   |      |    |                   |CGCG 463-003                  |02h44m25.0s +17d34m38s|G     |  7765| 0.0|1993AJ....105.1271G|   5
02470703-3129039|2MASX J02470703-3129039       |02h47m07.0s -31d29m04s|G     |      |    |                   |ESO 416- G 021                |02h47m07.3s -31d29m00s|G     |  7450| 0.0|1996A&A...312..745R|  42
02471887+1523169|2MASX J02471887+1523169       |02h47m18.9s +15d23m17s|G     |      |    |                   |CGCG 440-007                  |02h47m18.9s +15d23m17s|G     |  7214| 0.0|1990ApJ...355..393W|  50
02494392-3109299|2MASX J02494392-3109299       |02h49m43.9s -31d09m30s|IrS   |      |    |                   |2dFGRS S467Z174               |02h49m43.8s -31d09m29s|G     |  6973| 0.0|1996A&AS..116..203S|  20
02494825-3108099|2MASX J02494825-3108099       |02h49m48.3s -31d08m10s|IrS   |      |    |                   |2dFGRS S467Z173               |02h49m48.2s -31d08m09s|G     |  6872| 0.0|1996A&AS..116..203S|  20
02552370+4136158|2MASX J02552370+4136158       |02h55m23.7s +41d36m16s|G     |      |    |                   |[KGM98] J025523.70+413612.82  |02h55m23.7s +41d36m13s|G     | 18501| 0.0|1998AJ....116.2108K|  37
02560033+4748154|2MASX J02560033+4748154       |02h56m00.3s +47d48m16s|G     |      |    |                   |CGCG 554-014                  |02h55m59.7s +47d48m27s|G     |  9393| 0.2|1992ApJS...83...29S|  35
02594789+3539581|V Zw 304 NED01                |02h59m47.9s +35d39m58s|G     |      |    |                   |V Zw 304                      |02h59m47.2s +35d40m09s|G     | 13341| 0.0|1999MNRAS.308..897L| 250
03031501+1626188|2MASX J03031501+1626188       |03h03m15.0s +16d26m19s|G     |      |    |                   |3C 076.1                      |03h03m15.0s +16d26m19s|G     |  9740| 0.0|1991RC3.9.C...0000d|  35
03081586-2341283|2MASX J03081586-2341283       |03h08m15.9s -23d41m29s|IrS   |      |    |                   |GIN 177                       |03h08m15.9s -23d41m29s|IrS   | 20331| 0.0|1999MNRAS.305..259W|  13
03110988-2519144|2MASX J03110988-2519144       |03h11m09.9s -25d19m14s|G     |      |    |                   |ESO 481- G 004                |03h11m09.9s -25d19m14s|G     | 11842| 0.0|20032dF...C...0000C|  64
03121385-2512125|2MASX J03121385-2512125       |03h12m13.9s -25d12m12s|IrS   |      |    |                   |MCG -04-08-043                |03h12m13.8s -25d12m15s|G     |  6483| 0.0|1998AJ....116....1D|  48
03122658-2708245|2MASX J03122658-2708245       |03h12m26.6s -27d08m25s|G     |      |    |                   |ESO 481-IG 012 NED01          |03h12m26.9s -27d08m24s|G     | 19328| 0.0|1998A&AS..129..399K|  72
03144045-2855564|2MASX J03144045-2855564       |03h14m40.5s -28d55m56s|IrS   |      |    |                   |2dFGRS S320Z081               |03h14m40.5s -28d55m57s|G     | 21015| 0.0|20032dF...C...0000C|  64
03190463+4128071|2MASX J03190463+4128071       |03h19m04.7s +41d28m07s|G     |      |    |                   |PGC 012358                    |03h19m04.8s +41d28m09s|G     |  4027| 0.0|2008MNRAS.383..247P|  39
03220795-2734545|2MASX J03220795-2734545       |03h22m08.0s -27d34m55s|IrS   |      |    |                   |2dFGRS S242Z182               |03h22m08.0s -27d34m52s|G     | 13041| 0.0|20032dF...C...0000C|  64
03404421-0240171|2MASX J03404421-0240171       |03h40m44.2s -02d40m17s|G     |      |    |                   |RX J0340.7-0240               |03h40m43.0s -02d40m07s|GClst | 10793| 0.3|1998ApJS..117..319A|   0
03540077-7208018|2MASX J03540077-7208018       |03h54m00.8s -72d08m02s|G     |      |    |                   |ESO 055-IG 002                |03h54m02.0s -72d08m05s|G     | 14538| 0.0|1993MNRAS.263..349S|  74
04023209+6020377|2MASX J04023209+6020377       |04h02m32.1s +60d20m38s|G     |      |    |                   |IRAS  03582+6012              |04h02m32.5s +60d20m40s|G     |  8997| 0.0|1992ApJS...83...29S|  38
04082595-3100113|2MASX J04082595-3100113       |04h08m25.9s -31d00m11s|G     |      |    |                   |AM 0406-310 NED01             |04h08m25.9s -31d00m12s|G     | 16983| 0.0|2005AJ....130.2012W|  46
04185648-3707304|2MASX J04185648-3707304       |04h18m56.5s -37d07m31s|IrS   |      |    |                   |MCG -06-10-006                |04h18m56.5s -37d07m33s|G     | 11299| 0.0|1998AJ....116....1D|  39
04285272-6036261|2MASX J04285272-6036261       |04h28m52.8s -60d36m26s|IrS   |      |    |                   |APMBGC 118-015+033            |04h28m52.8s -60d36m29s|G     | 19395| 0.0|1996AJ....112...36Q|  39
04335439-6049057|2MASX J04335439-6049057       |04h33m54.4s -60d49m06s|IrS   |      |    |                   |Sersic 040/06:[QRW96a] 27246  |04h33m54.4s -60d49m05s|G     | 17715| 0.0|1996AJ....112...36Q|  70
04444694+2815077|2MASX J04444694+2815077       |04h44m47.0s +28d15m08s|G     |      |    |                   |IRAS 04416+2809               |04h44m43.8s +28d14m57s|G     |  3403| 0.7|1995ApJ...449..527L|  20
04542820-6625275|2MASX J04542820-6625275       |04h54m28.2s -66d25m28s|G     |      |    |                   |IRAS  04543-6629 ID           |04h54m28.1s -66d25m27s|G     |  7105| 0.0|1992ApJS...83...29S| 300
04590268+1224048|2MASX J04590268+1224048       |04h59m02.7s +12d24m05s|G     |      |    |                   |CGCG 445-001                  |04h59m02.7s +12d24m03s|G     |  3463| 0.0|2003A&A...412...57P|   7
05050082+2717264|2MASX J05050082+2717264       |05h05m00.8s +27d17m27s|G     |      |    |                   |IRAS 05019+2713               |05h05m02.3s +27d17m24s|G     | 13155| 0.3|1994A&AS..104..529T|  50
05074465+0039560|II Zw 031 NOTES01             |05h07m44.7s +00d39m56s|G     |      |    |                   |II Zw 031                     |05h07m44.8s +00d39m54s|GPair | 15718| 0.1|1988AJ.....96.1775O|   0
05151674+2210415|2MASX J05151674+2210415       |05h15m16.7s +22d10m42s|G     |      |    |                   |2MASX J05151674+2210415       |05h15m16.7s +22d10m42s|G     |  8959| 0.0|1997AJ....113..905P|   4
05194054+0343466|2MASX J05194054+0343466       |05h19m40.5s +03d43m47s|G     |      |    |                   |ARP 052                       |05h19m40.5s +03d43m47s|GPair |  8376| 0.0|1988AJ.....96.1775O|  30
05214866+1703234|2MASX J05214866+1703234       |05h21m48.6s +17d03m23s|G     |      |    |                   |IRAS 05189+1700               |05h21m48.6s +17d03m23s|G     |  6558| 0.0|1997AJ....113..905P|   4
05220907+1748487|2MASX J05220907+1748487       |05h22m09.0s +17d48m49s|G     |      |    |                   |2MFGC 04391                   |05h22m09.0s +17d48m49s|G     |  5892| 0.0|1994A&AS..104..529T|  50
05235546+4842509|2MASX J05235546+4842509       |05h23m55.5s +48d42m51s|G     |      |    |                   |IRAS  05201+4840              |05h23m55.3s +48d42m56s|G     | 10070| 0.0|2003A&A...412...57P|  26
05242146+1618171|2MASX J05242146+1618171       |05h24m21.5s +16d18m17s|G     |      |    |                   |CAP 0521+16a                  |05h24m21.5s +16d18m17s|G     |  6542| 0.0|1997AJ....113..905P|   4
05261314-2150485|2MASX J05261314-2150485       |05h26m13.1s -21d50m49s|G     |      |    |                   |IRAS 05241-2153               |05h26m13.1s -21d50m55s|GPair | 17118| 0.0|1992ApJS...83...29S|  38
05301802+2152547|2MASX J05301802+2152547       |05h30m18.0s +21d52m55s|G     |      |    |                   |IRAS  05273+2150              |05h30m18.0s +21d52m55s|GPair |  7600| 0.9|1997AJ....113..905P|   4
05315600+1653297|2MASX J05315600+1653297       |05h31m56.0s +16d53m30s|G     |      |    |                   |2MFGC 04508                   |05h31m56.0s +16d53m30s|G     |  8374| 0.0|1997AJ....113..905P|   4
05321898+1645166|2MASX J05321898+1645166       |05h32m19.0s +16d45m17s|G     |      |    |                   |CAP 0529+16b                  |05h32m19.0s +16d45m17s|G     |  7412| 0.0|1997AJ....113..905P|   4
05464992-2548101|2MASX J05464992-2548101       |05h46m49.9s -25d48m10s|IrS   |      |    |                   |ABELL 0548:[D80] 078          |05h46m50.0s -25d48m06s|G     | 11091| 0.1|1988AJ.....95..284D|  45
05513841+4317363|2MASX J05513841+4317363       |05h51m38.4s +43d17m36s|G     |      |    |                   |IRAS  05480+4316              |05h51m38.4s +43d17m36s|G     | 13240| 0.0|2003A&A...412...57P|  10
05580327-6410065|2MASX J05580327-6410065       |05h58m03.3s -64d10m07s|G     |      |    |                   |FAIRALL 0245                  |05h57m58.7s -64d09m50s|G     |  8065| 0.6|1980MNRAS.192..389F| 200
05593720-6004228|ESO 120- G 026                |05h59m37.2s -60d04m23s|G     |      |    |                   |AM 0602-600                   |05h59m39.7s -60d04m42s|GPair | 10945| 0.4|2006HIPAS.C...0000:|  12
06081100+3415488|2MASX J06081100+3415488       |06h08m11.0s +34d15m49s|G     |      |    |                   |VV 596                        |06h08m10.9s +34d15m49s|GPair |  2831| 0.0|1983ApJS...52...89H|  37
06183172-6455527|2MASX J06183172-6455527       |06h18m31.7s -64d55m53s|IrS   |      |    |                   |DC 0622-64:[D80] 058          |06h18m31.6s -64d55m55s|G     |  8845| 0.0|1990ApJS...72..715T|  46
06211642+6304430|VII Zw 067 NOTES01            |06h21m16.5s +63d04m43s|G     |      |    |                   |VII Zw 067                    |06h21m16.5s +63d04m43s|G     | 12365| 0.1|1995ApJS..100...69F|  30
06214287-6505231|2MASX J06214287-6505231       |06h21m42.9s -65d05m23s|IrS   |      |    |                   |DC 0622-64:[D80] 032          |06h21m42.8s -65d05m26s|G     | 15724| 0.0|1990ApJS...72..715T|  66
06231076-6501091|2MASX J06231076-6501091       |06h23m10.8s -65d01m10s|G     |      |    |                   |DC 0622-64:[D80] 039          |06h23m10.8s -65d01m12s|G     |  7589| 0.1|1990ApJS...72..715T|  55
06383389+5601495|2MASX J06383389+5601495       |06h38m33.9s +56d01m50s|G     |      |    |                   |CGCG 260-021                  |06h38m33.9s +56d01m49s|G     | 10865| 0.0|1999PASP..111..438F|  55
06494829+2541178|2MASX J06494829+2541178       |06h49m48.3s +25d41m18s|G     |      |    |                   |CGCG 115-016                  |06h49m48.3s +25d41m18s|G     |  9620| 0.0|1999PASP..111..438F|  19
06511103-3025030|ESO 427- G 013                |06h51m11.0s -30d25m07s|G     |      |    |                   |TXS 0649-303                  |06h51m09.7s -30d24m51s|G     |  7382| 0.3|1996ApJS..107...97M|  10
06515795+1617407|2MASX J06515795+1617407       |06h51m58.0s +16d17m41s|G     |      |    |                   |CGCG 085-009                  |06h51m58.1s +16d17m42s|G     |  2675| 0.0|1996AJ....112.1803M|  44
07154962+0943353|2MASX J07154962+0943353       |07h15m49.6s +09d43m35s|G     |      |    |                   |IRAS 07131+0948               |07h15m49.6s +09d43m35s|G     |  8330| 0.3|1995ApJS..100...69F|  22
07190433-3457337|2MASX J07190433-3457337       |07h19m04.3s -34d57m34s|G     |      |    |                   |IRAS  07172-3451              |07h19m04.2s -34d57m32s|G     |  8973| 0.0|1994MNRAS.270...93Y|  20
07204666+2631441|2MASX J07204666+2631441       |07h20m46.7s +26d31m44s|G     |      |    |                   |CGCG 117-012 NED01            |07h20m46.7s +26d31m44s|G     | 10625| 0.0|1999PASP..111..438F|  36
07235342-0328491|2MASX J07235342-0328491       |07h23m53.4s -03d28m49s|G     |      |    |                   |IRAS 07214-0322               |07h23m54.2s -03d28m50s|G     | 10817| 0.2|1994A&AS..104..529T|  50
07254684+2542422|2MASX J07254684+2542422       |07h25m46.8s +25d42m43s|G     |      |    |                   |CGCG 117-037                  |07h25m46.8s +25d42m43s|G     | 11886| 0.0|1996AJ....112.1803M|  43
07321398+2554228|2MASX J07321398+2554228       |07h32m14.0s +25d54m23s|G     |      |    |                   |NGC 2405                      |07h32m14.0s +25d54m23s|G     |  5663| 0.0|1996AJ....112.1803M|  50
07355674+1802569|2MASX J07355674+1802569       |07h35m56.7s +18d02m57s|G     |      |    |                   |CGCG 087-015                  |07h35m56.7s +18d02m57s|G     |  5000| 0.0|1996AJ....112.1803M|  34
07384178+1642319|2MASX J07384178+1642319       |07h38m41.8s +16d42m32s|G     |      |    |                   |CGCG 087-022 NED01            |07h38m41.8s +16d42m31s|G     |  8795| 0.0|1999PASP..111..438F|  56
07543219+1648351|2MASX J07543219+1648351       |07h54m32.2s +16d48m35s|G     |      |    |                   |UGC 04090                     |07h54m32.2s +16d48m33s|G     | 13891| 0.0|1999PASP..111..438F|  10
08010435+6206138|MCG +10-12-053 NED02          |08h01m04.3s +62d06m14s|G     |      |    |                   |MCG +10-12-053                |08h01m04.4s +62d06m10s|GPair | 22484| 0.1|1998ApJS..117..319A|   0
08160416-0736000|2MASX J08160416-0736000       |08h16m04.2s -07d36m00s|IrS   |      |    |                   |BZU J0816-0735                |08h16m04.2s -07d36m00s|G     | 11992| 0.0|1998AJ....115.1253P|   0
08353993+4629279|2MASX J08353993+4629279       |08h35m39.9s +46d29m28s|G     |      |    |                   |MRK 0092                      |08h35m39.9s +46d29m29s|GPair |  4413| 0.0|1991RC3.9.C...0000d|  46
08542954+3627046|2MASX J08542954+3627046       |08h54m29.5s +36d27m05s|G     |      |    |                   |UGC 04661                     |08h54m29.5s +36d27m04s|G     |  6903| 0.0|2004ApJ...607..202M|  17
09085540-0940457|2MASX J09085540-0940457       |09h08m55.4s -09d40m46s|IrS   |      |    |                   |WINGS J090855.39-094045.4     |09h08m55.4s -09d40m45s|G     | 14607| 0.0|2009A&A...495..707C|  25
09311097+7627540|VV 058a                       |09h31m10.9s +76d27m54s|PofG  |      |    |                   |UGC 05050                     |09h31m10.9s +76d27m54s|G     |  2288| 0.0|1991RC3.9.C...0000d|  26
09533619-1228557|NGC 3058 NED02                |09h53m36.2s -12d28m56s|G     |      |    |                   |NGC 3058                      |09h53m35.5s -12d28m50s|GPair |  7470| 0.2|1998A&AS..130..333T|   9
10082361+3750299|2MASX J10082361+3750299       |10h08m23.6s +37d50m30s|G     |      |    |                   |IC 2543                       |10h08m23.8s +37d50m34s|GPair | 15799| 0.1|1991A&AS...89..225M| 210
10120091+0321162|2MASX J10120091+0321162       |10h12m00.9s +03d21m16s|G     |      |    |                   |CGCG 036-054 NED01            |10h12m00.8s +03d21m14s|G     | 14266| 0.0|2000UZC...C......0F|  30
10204276-0433369|2MASX J10204276-0433369       |10h20m42.8s -04d33m37s|G     |      |    |                   |2dFGRS N098Z250               |10h20m43.0s -04d33m44s|GPair | 11907| 0.1|20012dF...C...0000C|  89
10290507+2741367|CGCG 154-019 NED01            |10h29m05.1s +27d41m37s|G     |      |    |                   |CGCG 154-019                  |10h29m04.8s +27d41m22s|G     | 11461| 0.3|1995AJ....109.2368T|  54
10291627+2343444|UGC 05683 NED01               |10h29m16.3s +23d43m44s|G     |      |    |                   |UGC 05683                     |10h29m17.3s +23d43m25s|G     | 11468| 0.0|1999PASP..111..438F|  60
10354619+2102533|2MASX J10354619+2102533       |10h35m46.2s +21d02m53s|G     |      |    |                   |UGC 05751                     |10h35m46.2s +21d02m57s|G     |  7041| 0.1|1991RC3.9.C...0000d|  10
10381760-4442381|2MASX J10381760-4442381       |10h38m17.6s -44d42m38s|G     |      |    |                   |IRAS 10361-4426               |10h38m17.5s -44d42m39s|GPair | 10779| 0.0|1996ApJS..107..521V|  70
10432048-7535510|2MASX J10432048-7535510       |10h43m20.4s -75d35m51s|G     |      |    |                   |IRAS  10421-7520              |10h43m20.7s -75d36m05s|G     |  7601| 0.0|1996ApJS..107..521V|  70
11035389+4050598|ARP 148 NED01                 |11h03m53.8s +40d50m59s|G     |      |    |                   |ARP 148                       |11h03m53.8s +40d50m59s|G     | 10350| 0.1|1992ApJS...83...29S|  27
11330975-5244530|2MASX J11330975-5244530       |11h33m09.8s -52d44m53s|G     |      |    |                   |AM 1131-521                   |11h33m09.7s -52d44m53s|GPair | 15682| 0.0|1996ApJS..107..521V|  70
11353685+0007387|2MASX J11353685+0007387       |11h35m36.9s +00d07m39s|G     |      |    |                   |UGC 06568                     |11h35m36.9s +00d07m39s|G     |  5955| 0.0|1991RC3.9.C...0000d|  10
11430291+2616360|2MASX J11430291+2616360       |11h43m02.9s +26d16m36s|G     |      |    |                   |UGC 06678 NOTES02             |11h43m02.9s +26d16m36s|G     |  9412| 0.0|1990ApJS...72..433H|  28
11504390-2644180|2MASX J11504390-2644180       |11h50m43.9s -26d44m18s|G     |      |    |                   |FLASH J115043.76-264413.6     |11h50m43.7s -26d44m14s|G     | 12100| 0.0|2003MNRAS.339..652K|  51
12140729+1335144|2MASX J12140729+1335144       |12h14m07.3s +13d35m14s|G     |      |    |                   |VCC 0102                      |12h14m07.3s +13d35m14s|GPair | 12815| 0.0|1993A&AS...98..275B| 135
12193495-1326119|2MASX J12193495-1326119       |12h19m35.0s -13d26m13s|G     |      |    |                   |IRAS 12169-1308               |12h19m33.5s -13d25m13s|G     | 20835| 1.0|1999MNRAS.308..897L| 250
12290891-2931596|2MASX J12290891-2931596       |12h29m08.9s -29d32m00s|G     |      |    |                   |2MASX J12290891-2931596       |12h29m08.9s -29d32m00s|G     |  7165| 0.0|1995ApJS..100...69F| 300
12510953-1503338|2MASX J12510953-1503338       |12h51m09.6s -15d03m34s|G     |      |    |                   |PGC 043521                    |12h51m09.5s -15d03m35s|G     | 14849| 0.0|1988AJ.....95..284D|  45
12594900-2539389|2MASX J12594900-2539389       |12h59m49.0s -25d39m39s|IrS   |      |    |                   |LEDA 141884                   |12h59m49.1s -25d39m44s|G     | 19427| 0.0|1996A&AS..116..295S| 180
13152234-3447390|2MASX J13152234-3447390       |13h15m22.3s -34d47m39s|G     |      |    |                   |ESO 382-IG 025                |13h15m22.3s -34d47m39s|G     |  1684| 0.0|2006HIPAS.C...0000:|  11
13201855-1632155|MCG -03-34-051 NED02          |13h20m18.6s -16d32m16s|G     |      |    |                   |MCG -03-34-051                |13h20m18.5s -16d32m12s|GPair |  2285| 0.1|1991RC3.9.C...0000d|   9
13223119-4943063|2MASX J13223119-4943063       |13h22m31.2s -49d43m06s|G     |      |    |                   |IRAS  13195-4927              |13h22m31.1s -49d43m07s|G     | 10994| 0.0|1996ApJS..107..521V|  70
13294794-3118480|2MASX J13294794-3118480       |13h29m48.0s -31d18m48s|G     |      |    |                   |ESO 444- G 053                |13h29m47.9s -31d18m47s|G     | 15900| 0.0|1995AJ....110..463Q|  50
13304200-3134279|2MASX J13304200-3134279       |13h30m42.0s -31d34m28s|G     |      |    |                   |[BZV94] J133042.03-313430.3   |13h30m42.0s -31d34m29s|G     | 15215| 0.0|1994MNRAS.267..665B|  42
