# The 2MASS Redshift Survey
# Huchra et al., ApJS, in press
#
# http://tdc-www.harvard.edu/2mrs/
# catalog version 2.4, 2011 Dec 16
# maintained by Lucas Macri, lmacri@tamu.edu
#
# Code "C/F/D": SDSS DR8 redshifts not used; preference given to measurements from 2MRS ([C]TIO, [F]LWO, Mc[D]onald). Contents presented in Table A6 in paper.
#
#2MASS_ID        SDSS_ID          SDSS_V ERR 2MRS_V ERR CD 2MRS_BIBCODE
03222930+4103009|03222944+4103014|  5039|  2|  5174| 29|F |20112MRS.FLWO.0000H
03223139+4049009|03223135+4049007|  6351|  1|  6382| 27|F |20112MRS.FLWO.0000H
03225298+4113477|03225301+4113481|  6915|  3|  6998| 20|F |20112MRS.FLWO.0000H
03251629-0024323|03251626-0024325| 11303|  3| 11209| 34|F |20112MRS.FLWO.0000H
03260614-0036564|03260617-0036566| 11217|  3| 11195| 47|F |20112MRS.FLWO.0000H
03314449+0044521|03314448+0044522|  9144|  2|  9156| 24|F |20112MRS.FLWO.0000H
03351533-0113433|03351538-0113429| 11113|  4| 11097| 33|F |20112MRS.FLWO.0000H
03371039-0535055|03371036-0535050|  8347|  2|  8378| 21|F |20112MRS.FLWO.0000H
03380814-0608295|03380813-0608291| 10397|  3| 10456| 30|F |20112MRS.FLWO.0000H
03420936-0726169|03420937-0726165| 10048|  3| 10010| 42|F |20112MRS.FLWO.0000H
03462977+0043081|03462975+0043076|  7607|  3|  7556| 24|F |20112MRS.FLWO.0000H
03474575+0041118|03474573+0041122|  7454|  3|  7464| 27|F |20112MRS.FLWO.0000H
03485835-0108409|03485832-0108412| 12195|  3| 12196| 31|F |20112MRS.FLWO.0000H
03513133+0111232|03513131+0111233| 11341|  4| 11357| 42|F |20112MRS.FLWO.0000H
03535654-0704221|03535654-0704225|  9955|  3|  9876| 48|C |20112MRS.CTIO.0000H
07394188+4554456|07394188+4554453|  9588|  3|  9594| 21|F |20112MRS.FLWO.0000H
07395516+4907036|07395516+4907034|  6228|  2|  6233| 22|F |20112MRS.FLWO.0000H
07485747+1734378|07485748+1734375|  8592|  1|  8569| 25|F |20112MRS.FLWO.0000H
07515144+4604099|07515147+4604099| 15515|  4| 15504| 32|F |20112MRS.FLWO.0000H
07562622+5116335|07562626+5116337| 16677|  3| 16659| 36|F |20112MRS.FLWO.0000H
07582445+5246065|07582452+5246058|  6875|  4|  6896| 33|F |20112MRS.FLWO.0000H
08002096+1119098|08002097+1119100|  4478|  1|  4470| 23|F |20112MRS.FLWO.0000H
08015847+1931259|08015846+1931260|  8536|  2|  8558| 22|F |20112MRS.FLWO.0000H
08015849+1503313|08015849+1503315|  4834|  3|  4808| 27|F |20112MRS.FLWO.0000H
08021942+1628225|08021943+1628227| 11987|  3| 11985| 26|F |20112MRS.FLWO.0000H
08045554+5628450|08045556+5628450|  8753|  2|  8832| 26|F |20112MRS.FLWO.0000H
08065767+5554114|08065764+5554109|  8455|  2|  8484| 23|F |20112MRS.FLWO.0000H
08073457+0545313|08073456+0545314|  9174|  2|  9166| 25|F |20112MRS.FLWO.0000H
08081646+0512583|08081643+0512580|  9219|  2|  9251| 30|F |20112MRS.FLWO.0000H
08084174+1105449|08084172+1105446| 10096|  2| 10121| 24|F |20112MRS.FLWO.0000H
08092918+0830012|08092917+0830008| 15751|  2| 15745| 27|F |20112MRS.FLWO.0000H
08105702+5646042|08105704+5646043|  8428|  3|  8501| 47|F |20112MRS.FLWO.0000H
08115644+5658441|08115642+5658444|  8150|  2|  8176| 24|F |20112MRS.FLWO.0000H
08120392+0528305|08120396+0528302|  8977|  3|  8940| 30|F |20112MRS.FLWO.0000H
08121824+1658497|08121825+1658495| 13343|  3| 13403| 25|F |20112MRS.FLWO.0000H
08124512+1137566|08124513+1137568| 15727|  3| 15663| 33|F |20112MRS.FLWO.0000H
08161492+5742331|08161489+5742336|  7911|  3|  7848| 30|F |20112MRS.FLWO.0000H
08171720+5803237|08171714+5803240|  7570|  2|  7606| 24|F |20112MRS.FLWO.0000H
08172407+5143550|08172413+5143554| 12757|  3| 12765| 29|F |20112MRS.FLWO.0000H
08181880+5907457|08181882+5907460|  8164|  2|  8197| 28|F |20112MRS.FLWO.0000H
08190345+5607212|08190342+5607219|  7745|  3|  7721| 21|F |20112MRS.FLWO.0000H
08190545+5632042|08190540+5632042| 11784|  4| 11832| 27|F |20112MRS.FLWO.0000H
08205986+5516300|08205991+5516304| 10008|  2| 10054| 24|F |20112MRS.FLWO.0000H
08211045+3547333|08211043+3547335| 18526|  4| 18503| 33|F |20112MRS.FLWO.0000H
08221564+5617367|08221566+5617366| 13442|  3| 13494| 31|F |20112MRS.FLWO.0000H
08252113+0942593|08252115+0942599| 15584|  3| 15575| 31|F |20112MRS.FLWO.0000H
08264236+1201036|08264235+1201034| 13397|  2| 13411| 26|F |20112MRS.FLWO.0000H
08265459+0729528|08265461+0729533|  9345|  3|  9359| 30|F |20112MRS.FLWO.0000H
08271350+1116528|08271355+1116524| 13028|  4| 13006| 27|F |20112MRS.FLWO.0000H
08281125+0809076|08281127+0809080| 13210|  3| 13261| 30|F |20112MRS.FLWO.0000H
08282582+2500530|08282587+2500526|  8615|  2|  8651| 27|F |20112MRS.FLWO.0000H
08283097+1728017|08283098+1728018|  6314|  2|  6315| 15|F |20112MRS.FLWO.0000H
08283572+1117306|08283571+1117304| 13400|  3| 13399| 28|F |20112MRS.FLWO.0000H
08290557+2546212|08290555+2546214|  8352|  3|  8349| 22|F |20112MRS.FLWO.0000H
08292978+2633001|08292978+2632598| 16983|  3| 16990| 30|F |20112MRS.FLWO.0000H
08300775+0938421|08300777+0938417| 13386|  3| 13398| 31|F |20112MRS.FLWO.0000H
08301386+3953187|08301383+3953184|  8977|  2|  9007| 32|F |20112MRS.FLWO.0000H
08311018+0936194|08311021+0936188|  9244|  2|  9219| 21|F |20112MRS.FLWO.0000H
08315858+5620520|08315849+5620524| 13635|  3| 13670| 24|F |20112MRS.FLWO.0000H
08321682+1150487|08321682+1150486| 13849|  3| 13879| 27|F |20112MRS.FLWO.0000H
08322533+5627550|08322530+5627552| 13103|  3| 13175| 29|F |20112MRS.FLWO.0000H
08334012+0957493|08334010+0957493|  9222|  2|  9237| 29|F |20112MRS.FLWO.0000H
08334193+4125153|08334196+4125149|  7542|  2|  7574| 25|F |20112MRS.FLWO.0000H
08341197+5549022|08341193+5549019| 13777|  4| 13826| 30|F |20112MRS.FLWO.0000H
08342273+4805168|08342268+4805173| 12872|  2| 12901| 30|F |20112MRS.FLWO.0000H
08345511+4124069|08345510+4124072|  7622|  2|  7646| 21|F |20112MRS.FLWO.0000H
08353559+5432410|08353558+5432409|  9364|  3|  9436| 26|F |20112MRS.FLWO.0000H
08362937+1925474|08362939+1925477| 11098|  3| 11108| 26|F |20112MRS.FLWO.0000H
08365849+5538443|08365851+5538448| 13332|  3| 13364| 24|F |20112MRS.FLWO.0000H
08404940+6209525|08404949+6209525| 20712|  2| 20675| 21|F |20112MRS.FLWO.0000H
08415856+5735307|08415855+5735309|  7868|  3|  7880| 27|F |20112MRS.FLWO.0000H
08442769+5537427|08442763+5537428|  9316|  2|  9259| 24|F |20112MRS.FLWO.0000H
08444979+4327019|08444977+4327017| 16271|  2| 16318| 27|F |20112MRS.FLWO.0000H
08452514+4557401|08452519+4557398| 14154|  3| 14168| 32|F |20112MRS.FLWO.0000H
08453509+6108595|08453504+6108592|  8139|  2|  8101| 22|F |20112MRS.FLWO.0000H
08470186+1001067|08470188+1001066| 14299|  4| 14267| 32|F |20112MRS.FLWO.0000H
08471551+3528294|08471555+3528302| 16055|  4| 16075| 25|F |20112MRS.FLWO.0000H
08472692+1932125|08472691+1932118| 16457|  3| 16445| 29|F |20112MRS.FLWO.0000H
08474491+1407149|08474495+1407145| 21352|  3| 21383| 32|F |20112MRS.FLWO.0000H
08515676+6413533|08515680+6413535| 11324|  1| 11324| 16|F |20112MRS.FLWO.0000H
08520046+6425363|08520051+6425359| 11502|  2| 11492| 20|F |20112MRS.FLWO.0000H
08525827+1921360|08525825+1921353| 11099|  2| 11132| 19|F |20112MRS.FLWO.0000H
08542435+2013285|08542431+2013292|  9341|  2|  9388| 24|F |20112MRS.FLWO.0000H
08550600+4909217|08550604+4909220| 14805|  4| 14720| 35|F |20112MRS.FLWO.0000H
08551207+6125231|08551213+6125233|  9457|  2|  9466| 25|F |20112MRS.FLWO.0000H
08551257+6423451|08551254+6423456| 10854|  2| 10868| 27|F |20112MRS.FLWO.0000H
08580525+2246334|08580524+2246339| 11071|  3| 11084| 18|F |20112MRS.FLWO.0000H
09002333+1710433|09002333+1710436| 16206|  2| 16234| 28|F |20112MRS.FLWO.0000H
09005845+4747432|09005850+4747433|  3127|  2|  3205| 24|F |20112MRS.FLWO.0000H
09011412+3448409|09011409+3448406|  9654|  3|  9682| 23|F |20112MRS.FLWO.0000H
09015125+3237234|09015124+3237236| 15903|  2| 15904| 25|F |20112MRS.FLWO.0000H
09021445+1430305|09021443+1430308|  8934|  2|  8994| 17|F |20112MRS.FLWO.0000H
09023427+2237552|09023429+2237553| 11246|  3| 11242| 26|F |20112MRS.FLWO.0000H
09030161+1651486|09030160+1651489| 15940|  3| 15926| 32|F |20112MRS.FLWO.0000H
09032704+1440081|09032704+1440081|  9059|  3|  9061| 30|F |20112MRS.FLWO.0000H
09041959+1717324|09041962+1717321|  8633|  2|  8653| 25|F |20112MRS.FLWO.0000H
09042149+4128537|09042149+4128541|  7335|  2|  7354| 26|F |20112MRS.FLWO.0000H
09063909+3352078|09063911+3352076| 15219|  2| 15235| 26|F |20112MRS.FLWO.0000H
09065870+2047103|09065869+2047107| 24090|  4| 24083| 25|F |20112MRS.FLWO.0000H
09085542+1959152|09085545+1959151|  8197|  2|  8256| 23|F |20112MRS.FLWO.0000H
09102345+1927197|09102349+1927192|  8660|  2|  8649| 22|F |20112MRS.FLWO.0000H
09145256+1544322|09145258+1544321| 26793|  5| 26780| 34|F |20112MRS.FLWO.0000H
09150197+1735322|09150201+1735322|  8409|  2|  8388| 24|F |20112MRS.FLWO.0000H
09162215+1013546|09162211+1013542|  9243|  2|  9256| 23|F |20112MRS.FLWO.0000H
09164113+2920222|09164110+2920222| 10857|  2| 10853| 16|F |20112MRS.FLWO.0000H
09183258+3500057|09183257+3500061|  6922|  2|  6934| 19|F |20112MRS.FLWO.0000H
09193602+3325420|09193603+3325419|  7045|  1|  7058| 22|F |20112MRS.FLWO.0000H
09204779+1507042|09204781+1507046|  8393|  2|  8441| 22|F |20112MRS.FLWO.0000H
09230094+2417386|09230094+2417389| 10003|  2| 10017| 28|F |20112MRS.FLWO.0000H
09232229+2226113|09232234+2226110|  8579|  2|  8595| 32|F |20112MRS.FLWO.0000H
09241330+2440287|09241332+2440287|  8135|  2|  8164| 29|F |20112MRS.FLWO.0000H
09244590+3924076|09244593+3924080| 13782|  3| 13819| 26|F |20112MRS.FLWO.0000H
09244891+2236163|09244892+2236162|  9642|  3|  9668| 30|F |20112MRS.FLWO.0000H
09245608+4019376|09245610+4019379|  9753|  2|  9734| 23|F |20112MRS.FLWO.0000H
09252825+2336302|09252825+2336309|  9861|  2|  9854| 38|F |20112MRS.FLWO.0000H
09255557+2408203|09255557+2408199|  9854|  1|  9892| 23|F |20112MRS.FLWO.0000H
09270767+6245236|09270773+6245233|  8904|  2|  8925| 21|F |20112MRS.FLWO.0000H
09300545+1358216|09300545+1358214| 15395|  4| 15371| 33|F |20112MRS.FLWO.0000H
09335306+3024146|09335309+3024144|  8063|  2|  8108| 20|F |20112MRS.FLWO.0000H
09340695+6725515|09340701+6725517|  6997|  2|  6996| 24|F |20112MRS.FLWO.0000H
09352903+3459114|09352903+3459117|  6357|  1|  6374| 19|F |20112MRS.FLWO.0000H
09363403+2326267|09363403+2326270|  8499|  2|  8471| 28|F |20112MRS.FLWO.0000H
09364106+1014164|09364106+1014158| 17979|  6| 17907| 56|F |20112MRS.FLWO.0000H
09370814+4137353|09370813+4137349| 12219|  3| 12210| 26|F |20112MRS.FLWO.0000H
09422396+6309553|09422401+6309552|  9373|  2|  9411| 25|F |20112MRS.FLWO.0000H
09432294+2249133|09432292+2249134| 20664|  4| 20670| 29|F |20112MRS.FLWO.0000H
09433110+3158364|09433106+3158371|  1630|  2|  1639| 22|F |20112MRS.FLWO.0000H
09434655+1127225|09434656+1127230| 11688|  3| 11709| 26|F |20112MRS.FLWO.0000H
09440502+0044009|09440501+0044008| 10845|  3| 10831| 27|F |20112MRS.FLWO.0000H
09445566+0004061|09445564+0004056|  6477|  3|  6517| 43|F |20112MRS.FLWO.0000H
09450316+6415270|09450315+6415269|  5297|  2|  5333| 16|F |20112MRS.FLWO.0000H
09460491+0052189|09460486+0052187|  8022|  3|  8075| 25|F |20112MRS.FLWO.0000H
09490215+4702067|09490213+4702065|  9781|  2|  9824| 22|F |20112MRS.FLWO.0000H
09491302+6411441|09491299+6411447|  7028|  3|  7039| 17|F |20112MRS.FLWO.0000H
09492660+4659549|09492665+4659548|  9880|  2|  9886| 26|F |20112MRS.FLWO.0000H
09500934+3334094|09500936+3334095|  8096|  2|  8089| 28|F |20112MRS.FLWO.0000H
09503613+6429170|09503609+6429171|  3074|  4|  3097| 16|F |20112MRS.FLWO.0000H
09504251+3029344|09504250+3029342|  8731|  3|  8776| 25|F |20112MRS.FLWO.0000H
09511987+5756277|09511989+5756275|  8829|  3|  8812| 23|F |20112MRS.FLWO.0000H
09515953+6940584|09515960+6940587|  6419|  3|  6424| 26|F |20112MRS.FLWO.0000H
09531018+6900017|09531025+6900022| 11366|  3| 11363| 32|F |20112MRS.FLWO.0000H
09531865+3445532|09531863+3445530| 15067|  2| 15072| 24|F |20112MRS.FLWO.0000H
09534004+0329006|09534008+0329008|  9189|  2|  9184| 24|F |20112MRS.FLWO.0000H
09541995+0741324|09541991+0741321| 17906|  4| 17955| 30|F |20112MRS.FLWO.0000H
09543723+0637199|09543723+0637195| 12289|  3| 12322| 29|F |20112MRS.FLWO.0000H
09551788+6837072|09551782+6837077| 11755|  3| 11811| 23|F |20112MRS.FLWO.0000H
09561457+3625136|09561457+3625138| 15314|  3| 15372| 27|F |20112MRS.FLWO.0000H
09561666+3738496|09561664+3738494|  6717|  2|  6708| 24|F |20112MRS.FLWO.0000H
09563061+3554535|09563063+3554537| 12502|  3| 12552| 27|F |20112MRS.FLWO.0000H
09594123+1404122|09594122+1404128| 15724|  3| 15800| 41|F |20112MRS.FLWO.0000H
10005713+0737431|10005716+0737433| 14653|  3| 14635| 29|F |20112MRS.FLWO.0000H
10010494+5949255|10010516+5949263|  9492|  6|  9540| 29|F |20112MRS.FLWO.0000H
10013428+0655559|10013425+0655553| 14659|  3| 14580| 34|F |20112MRS.FLWO.0000H
10023435+3456085|10023435+3456090| 11514|  3| 11537| 25|F |20112MRS.FLWO.0000H
10035520+5442550|10035524+5442548| 14367|  3| 14389| 27|F |20112MRS.FLWO.0000H
10042398+1225547|10042396+1225549| 18763|  3| 18749| 40|F |20112MRS.FLWO.0000H
10045767+3508399|10045771+3508402| 11490|  2| 11493| 23|F |20112MRS.FLWO.0000H
10051182+5010590|10051186+5010593| 15130|  3| 15097| 27|F |20112MRS.FLWO.0000H
10085731+1138249|10085729+1138250|  8478|  3|  8423| 32|F |20112MRS.FLWO.0000H
10135050+3822316|10135048+3822313|  6524|  2|  6541| 22|F |20112MRS.FLWO.0000H
10142073+4930386|10142069+4930387| 18187|  4| 18248| 27|F |20112MRS.FLWO.0000H
10155291+1823039|10155287+1823042| 10543|  2| 10551| 29|F |20112MRS.FLWO.0000H
10174864+1459479|10174864+1459481| 14043|  4| 14102| 31|F |20112MRS.FLWO.0000H
10182708+2427126|10182706+2427120| 11806|  2| 11789| 31|F |20112MRS.FLWO.0000H
10190242+3822289|10190243+3822290| 16070|  2| 16090| 20|F |20112MRS.FLWO.0000H
10190969+1606423|10190968+1606425|  8673|  4|  8673| 19|F |20112MRS.FLWO.0000H
10192248+0244333|10192245+0244334| 13807|  3| 13857| 33|F |20112MRS.FLWO.0000H
10192698+2410273|10192696+2410275| 11559|  3| 11575| 24|F |20112MRS.FLWO.0000H
10203515+2523007|10203513+2523010|  6274|  4|  6261| 26|F |20112MRS.FLWO.0000H
10203824+2419007|10203826+2419011| 11892|  2| 11912| 23|F |20112MRS.FLWO.0000H
10213884+1318460|10213886+1318456| 13822|  3| 13861| 29|F |20112MRS.FLWO.0000H
10214973+1326500|10214972+1326496|  9664|  2|  9715| 24|F |20112MRS.FLWO.0000H
10215030+1542530|10215032+1542530| 10161|  2| 10169| 22|F |20112MRS.FLWO.0000H
10220701+2120065|10220698+2120062| 11584|  1| 11578| 15|F |20112MRS.FLWO.0000H
10222853+1545135|10222853+1545140| 13312|  3| 13331| 27|F |20112MRS.FLWO.0000H
10225359+2436225|10225358+2436230| 13876|  2| 13901| 26|F |20112MRS.FLWO.0000H
10230955+1214225|10230958+1214222| 13423|  3| 13468| 28|F |20112MRS.FLWO.0000H
10233815+1357273|10233817+1357277|  9620|  2|  9625| 19|F |20112MRS.FLWO.0000H
10250390+4359317|10250392+4359314| 13236|  2| 13278| 28|F |20112MRS.FLWO.0000H
10254423+1022305|10254423+1022305| 13694|  4| 13732| 27|F |20112MRS.FLWO.0000H
10261299+2121077|10261301+2121079| 16664|  3| 16672| 31|F |20112MRS.FLWO.0000H
10262169+3957127|10262173+3957129| 19071|  3| 19099| 26|F |20112MRS.FLWO.0000H
10270057+1749001|10270055+1749003| 19951|  4| 19972| 19|F |20112MRS.FLWO.0000H
10271019+4252100|10271019+4252097|  7688|  2|  7695| 22|F |20112MRS.FLWO.0000H
10273399+3404049|10273402+3404050| 16854|  4| 16945| 34|F |20112MRS.FLWO.0000H
10292830+2059295|10292835+2059298| 16558|  5| 16671| 25|F |20112MRS.FLWO.0000H
10300616+3828108|10300640+3828079| 16442|  5| 16394| 30|F |20112MRS.FLWO.0000H
10301410+2218512|10301411+2218515| 12085|  2| 12062| 28|F |20112MRS.FLWO.0000H
10302024+2113153|10302023+2113159| 12690|  3| 12711| 26|F |20112MRS.FLWO.0000H
10302343+4343298|10302340+4343303|  8644|  2|  8637| 21|F |20112MRS.FLWO.0000H
10312846+1942227|10312848+1942228| 13152|  3| 13161| 37|F |20112MRS.FLWO.0000H
10315070+4251475|10315073+4251472| 13648|  3| 13707| 29|F |20112MRS.FLWO.0000H
10321634+4300243|10321636+4300241| 13378|  3| 13444| 27|F |20112MRS.FLWO.0000H
10340239+3452104|10340240+3452102| 21296|  2| 21297| 15|F |20112MRS.FLWO.0000H
10340922+4430052|10340924+4430054| 15972|  3| 15957| 30|F |20112MRS.FLWO.0000H
10342392+5923154|10342396+5923150| 13178|  3| 13194| 25|F |20112MRS.FLWO.0000H
10354991+1212125|10354990+1212127| 11113|  2| 11134| 31|F |20112MRS.FLWO.0000H
10360837+3454323|10360842+3454324| 17570|  3| 17562| 29|F |20112MRS.FLWO.0000H
10391313+1211313|10391315+1211309| 14370|  3| 14361| 34|F |20112MRS.FLWO.0000H
10401129+2341211|10401131+2341213| 13091|  2| 13118| 29|F |20112MRS.FLWO.0000H
10404377+3947467|10404368+3947473| 12845|  6| 12851| 34|F |20112MRS.FLWO.0000H
10423260+4022364|10423264+4022367| 16428|  3| 16416| 31|F |20112MRS.FLWO.0000H
10435090+1839234|10435094+1839232|  9063|  3|  9079| 31|F |20112MRS.FLWO.0000H
10443576+1117458|10443580+1117460| 15978|  4| 16039| 33|F |20112MRS.FLWO.0000H
10444879+1413491|10444878+1413494|  9785|  2|  9765| 21|F |20112MRS.FLWO.0000H
10445882+3708165|10445882+3708168|  6973|  2|  6984| 25|F |20112MRS.FLWO.0000H
10450632+3859025|10450637+3859019|  7731|  6|  7826| 30|F |20112MRS.FLWO.0000H
10453826+2009525|10453828+2009522| 16632|  3| 16662| 30|F |20112MRS.FLWO.0000H
10460320+3908580|10460320+3908576| 11131|  3| 11132| 24|F |20112MRS.FLWO.0000H
10464567+2402210|10464570+2402207| 13470|  3| 13550| 27|F |20112MRS.FLWO.0000H
10465710+3730022|10465706+3730020| 12337|  3| 12335| 27|F |20112MRS.FLWO.0000H
10470260+2632347|10470259+2632344|  6293|  2|  6324| 15|F |20112MRS.FLWO.0000H
10473124+3900114|10473129+3900117| 10899|  2| 10900| 27|F |20112MRS.FLWO.0000H
10484977+1707300|10484977+1707304| 14461|  3| 14478| 20|F |20112MRS.FLWO.0000H
10490015+2318057|10490015+2318062| 18173|  3| 18184| 26|F |20112MRS.FLWO.0000H
10510201+1137342|10510200+1137340|  6573|  2|  6582| 26|F |20112MRS.FLWO.0000H
10511510+0226163|10511513+0226161| 15397|  3| 15413| 23|F |20112MRS.FLWO.0000H
10515367+1005576|10515370+1005574|  7912|  2|  7905| 16|F |20112MRS.FLWO.0000H
10520903+2058046|10520900+2058041| 16104|  3| 16136| 35|F |20112MRS.FLWO.0000H
10525975+1049517|10525976+1049521|  6462|  2|  6458| 19|F |20112MRS.FLWO.0000H
10533714+3246034|10533716+3246034| 13342|  3| 13435| 24|F |20112MRS.FLWO.0000H
10535217+2332472|10535221+2332470| 12700|  3| 12710| 34|F |20112MRS.FLWO.0000H
10541252+3732190|10541250+3732189|  9210|  2|  9188| 24|F |20112MRS.FLWO.0000H
10542686+5902125|10542680+5902125|  8374|  2|  8345| 32|F |20112MRS.FLWO.0000H
10554499+4524011|10554497+4524015| 19066| 15| 19117| 35|F |20112MRS.FLWO.0000H
10554775+0943276|10554773+0943281|  9796|  3|  9802| 26|F |20112MRS.FLWO.0000H
10561177+4652501|10561175+4652504|  8571|  3|  8582| 23|F |20112MRS.FLWO.0000H
10573666+4404162|10573670+4404169| 10286|  3| 10244| 34|F |20112MRS.FLWO.0000H
10573709+4538042|10573712+4538039| 12795|  2| 12817| 26|F |20112MRS.FLWO.0000H
10575396+3732312|10575395+3732308| 10666|  4| 10629| 31|F |20112MRS.FLWO.0000H
10575931+4049406|10575931+4049406|  7198|  2|  7218| 25|F |20112MRS.FLWO.0000H
10582669+0122583|10582666+0122585| 12244|  3| 12248| 26|F |20112MRS.FLWO.0000H
10584690+0531102|10584692+0531097| 12751|  4| 12777| 27|F |20112MRS.FLWO.0000H
10585152+0139022|10585150+0139023| 11950|  3| 11957| 26|F |20112MRS.FLWO.0000H
10585343+5538044|10585338+5538039| 14693|  3| 14696| 39|F |20112MRS.FLWO.0000H
10594599+5348129|10594600+5348130| 21330|  4| 21345| 29|F |20112MRS.FLWO.0000H
11001119+0935337|11001118+0935342| 10559|  2| 10586| 28|F |20112MRS.FLWO.0000H
11003697+4405509|11003694+4405509| 10938|  2| 10938| 27|F |20112MRS.FLWO.0000H
11011294+3208494|11011289+3208496| 13739|  3| 13716| 29|F |20112MRS.FLWO.0000H
11020728+0145478|11020725+0145483| 11434|  4| 11417| 46|F |20112MRS.FLWO.0000H
11032974+1622124|11032978+1622124| 13976|  3| 14052| 30|F |20112MRS.FLWO.0000H
11033799+2830565|11033797+2830571| 10296|  2| 10293| 18|F |20112MRS.FLWO.0000H
11033952+3151291|11033949+3151294| 13971|  3| 14022| 29|F |20112MRS.FLWO.0000H
11050157+2448464|11050156+2448468| 12940|  3| 12971| 31|F |20112MRS.FLWO.0000H
11050813+1016533|11050814+1016530|  6268|  2|  6233| 25|F |20112MRS.FLWO.0000H
11060655+3441451|11060657+3441451| 13083|  3| 13064| 27|F |20112MRS.FLWO.0000H
11065067+1427234|11065067+1427234| 15548|  2| 15551| 45|F |20112MRS.FLWO.0000H
11065793+3533070|11065798+3533066| 21911|  4| 21955| 27|F |20112MRS.FLWO.0000H
11081188+4207111|11081191+4207108| 10856|  3| 10843| 25|F |20112MRS.FLWO.0000H
11083143+2110133|11083145+2110133|  9541|  2|  9551| 42|F |20112MRS.FLWO.0000H
11100223+2158553|11100222+2158557|  9478|  2|  9498| 29|F |20112MRS.FLWO.0000H
11104272+1005390|11104269+1005385| 14061|  3| 14086| 29|F |20112MRS.FLWO.0000H
11105139+1005170|11105140+1005173| 20741|  3| 20691| 48|F |20112MRS.FLWO.0000H
11110222+2554244|11110220+2554246| 12207|  3| 12217| 27|F |20112MRS.FLWO.0000H
11115155+2711561|11115156+2711559| 14104|  3| 14102| 28|F |20112MRS.FLWO.0000H
11124849+2535509|11124853+2535505| 15137|  2| 15222| 18|F |20112MRS.FLWO.0000H
11131572+0749595|11131574+0750000| 22460|  4| 22454| 40|F |20112MRS.FLWO.0000H
11135170+3417046|11135166+3417045| 18065|  4| 18114| 36|F |20112MRS.FLWO.0000H
