# The 2MASS Redshift Survey
# Huchra et al., ApJS, in press
#
# http://tdc-www.harvard.edu/2mrs/
# catalog version 2.4, 2011 Dec 16
# maintained by Lucas Macri, lmacri@tamu.edu
#
# Code "C/F/D": 6dF redshifts not used; preference given to measurements from 2MRS ([C]TIO, [F]LWO, Mc[D]onald).
#
#2MASS_ID        6dF_ID           6dF_V ERR 2MRS_V ERR CD 2MRS_BIBCODE
21093230-2920184|g2109323-292018|  8761| 31|  8687| 31|C |20112MRS.CTIO.0000H
21102722-2915126|g2110272-291512| 12928| 45| 12955| 67|C |20112MRS.CTIO.0000H
21110247-3112560|g2111025-311256| 11881| 45| 11709| 36|C |20112MRS.CTIO.0000H
21145808-2635223|g2114581-263522| 16428| 45| 16399| 28|C |20112MRS.CTIO.0000H
21150418-2630443|g2115042-263044| 16485| 45| 16418| 44|C |20112MRS.CTIO.0000H
21160681-3040378|g2116068-304038|  5893| 45|  5887| 14|C |20112MRS.CTIO.0000H
21171399-3115048|g2117140-311505| 22037| 55| 21484| 50|C |20112MRS.CTIO.0000H
21174927-2821232|g2117493-282123|  6079| 31|  5948| 29|C |20112MRS.CTIO.0000H
21182792-3023435|g2118280-302344| 21747| 45| 21720| 46|C |20112MRS.CTIO.0000H
21183568-2750233|g2118357-275023| 19607| 45| 19560| 44|C |20112MRS.CTIO.0000H
21184377-3056370|g2118438-305637| 21816| 45| 21779| 39|C |20112MRS.CTIO.0000H
21195306-3046199|g2119531-304620| 11716| 31| 11653| 28|C |20112MRS.CTIO.0000H
21204494-3043335|g2120449-304334| 10092| 31| 10069|  7|C |20112MRS.CTIO.0000H
21211097-3130367|g2121110-313037| 26229| 31| 26080| 52|C |20112MRS.CTIO.0000H
21215383-2718455|g2121538-271845| 14664| 45| 14632| 42|C |20112MRS.CTIO.0000H
21232245-3019571|g2123225-301957| 14882| 45| 14999| 52|C |20112MRS.CTIO.0000H
21232632-3020431|g2123264-302043| 14903| 45| 14820| 33|C |20112MRS.CTIO.0000H
21262787-2835313|g2126279-283531| 16225| 31| 16346| 36|C |20112MRS.CTIO.0000H
21263088-3124124|g2126309-312412| 26245| 31| 26064| 43|C |20112MRS.CTIO.0000H
21271253-3142354|g2127126-314236| 15238| 45| 15159| 30|C |20112MRS.CTIO.0000H
21285075-2830465|g2128508-283047| 15327| 31| 15225| 52|C |20112MRS.CTIO.0000H
21301416-3032535|g2130142-303254|  8193| 31|  8187| 28|C |20112MRS.CTIO.0000H
21310108-2805336|g2131011-280534| 29707| 31| 29594| 42|C |20112MRS.CTIO.0000H
21314122-2956399|g2131412-295640| 20333| 55| 20336| 85|C |20112MRS.CTIO.0000H
21324412-2855180|g2132441-285518| 20113| 45| 20069| 41|C |20112MRS.CTIO.0000H
21332452-3113110|g2133245-311311|  9865| 45|  9907| 23|C |20112MRS.CTIO.0000H
21341353-2528334|g2134136-252834| 16249| 31| 16280| 34|C |20112MRS.CTIO.0000H
21341489-3112349|g2134149-311236| 24570| 45| 24475| 38|C |20112MRS.CTIO.0000H
21342270-3216270|g2134227-321627| 12711| 45| 12725| 28|C |20112MRS.CTIO.0000H
21344547-2730117|g2134455-273012| 20505| 31| 20486| 31|C |20112MRS.CTIO.0000H
21352854-2641157|g2135286-264116| 16074| 25| 16120| 42|C |20112MRS.CTIO.0000H
21355850-3155033|g2135585-315503|  8832| 45|  8800| 29|C |20112MRS.CTIO.0000H
21373182-3102033|g2137318-310203|  8932| 45|  8914| 37|C |20112MRS.CTIO.0000H
21391081-2950035|g2139108-295004|  7040| 31|  7072| 29|C |20112MRS.CTIO.0000H
21401977-3254205|g2140198-325421| 16024| 45| 16016| 33|C |20112MRS.CTIO.0000H
21404390-3438514|g2140439-343852| 11766| 45| 11931| 52|C |20112MRS.CTIO.0000H
21432540-3242128|g2143254-324213| 27507| 45| 27614| 39|C |20112MRS.CTIO.0000H
21451963-3414269|g2145196-341427| 21294| 45| 21317| 40|C |20112MRS.CTIO.0000H
21472854-3434221|g2147286-343422| 11434| 31| 11338| 22|C |20112MRS.CTIO.0000H
21493673-3346036|g2149368-334604| 23846| 34| 23840| 35|C |20112MRS.CTIO.0000H
21591718-2512481|g2159172-251248| 19185| 45| 19191| 30|C |20112MRS.CTIO.0000H
22140000-2514377|g2214000-251438| 16702| 45| 16673| 39|C |20112MRS.CTIO.0000H
22173445-2615266|g2217344-261527| 17726| 45| 17738| 54|C |20112MRS.CTIO.0000H
22180539-2531165|g2218054-253117| 18259| 45| 18288| 63|C |20112MRS.CTIO.0000H
22235343-2619445|g2223534-261945| 17531| 45| 17514| 28|C |20112MRS.CTIO.0000H
22435920-0638098|g2243592-063810| 13487| 45| 13548| 41|C |20112MRS.CTIO.0000H
23203266-3449537|g2320327-344954| 16118| 45| 16173| 41|C |20112MRS.CTIO.0000H
23405815-3729504|g2340581-372951| 27729| 45| 27976| 58|C |20112MRS.CTIO.0000H
23430062-3129388|g2343006-312939| 16617| 45| 16508| 56|C |20112MRS.CTIO.0000H
23443950-2348417|g2344395-234842| 14751| 45| 14690| 26|F |20112MRS.FLWO.0000H
23463238-3223069|g2346324-322307| 18466| 45| 18259| 43|C |20112MRS.CTIO.0000H
23535181-3449356|g2353518-344936| 10578| 55| 10514| 20|C |20112MRS.CTIO.0000H
23543996-3408526|g2354400-340853| 22059| 45| 22098| 39|C |20112MRS.CTIO.0000H
