11494575-1218495 177.440690 -12.313780 280.175840  47.814270 11.706 12.292 12.991 11.248 12.272 12.417 0.105 0.081 0.073 0.110 0.150 0.088 0.042 1.356 1.719 0.640 0133 Galaxy with severely compromised photometry
12110210-5405484 182.758740 -54.096750 296.966030   8.306340 11.654 11.945 12.608 11.170 11.667 12.136 0.114 0.080 0.068 0.134 0.127 0.096 0.207 1.276 1.693 0.640 0133 Galaxy with severely compromised photometry
12272999+0849295 186.874980   8.824860 284.635960  70.841360 11.259 11.671 12.325 11.257 11.670 12.324 0.095 0.066 0.051 0.121 0.168 0.103 0.024 1.487 1.645 0.360 0000 Galaxy with severely compromised photometry
12304271+1221352 187.677930  12.359750 283.715330  74.452940 10.790 10.825 11.575 10.789 10.825 11.568 0.081 0.059 0.039 0.080 0.031 0.047 0.023 1.584 1.720 0.440 0222 Galaxy with severely compromised photometry
12544100-2913397 193.670930 -29.227680 303.782470  33.638690  9.982 10.252 10.981  9.856 10.118 10.848 0.043 0.029 0.022 0.039 0.026 0.022 0.081 1.400 1.593 0.940 0000 Galaxy+star
12553600-3020509 193.900010 -30.347530 303.996770  32.515590 10.370 10.672 11.362  9.796 10.128 10.902 0.065 0.045 0.036 0.081 0.060 0.058 0.086 1.554 1.934 0.520 0131 Galaxy with severely compromised photometry
13102904-5618221 197.621094 -56.306160 305.588257   6.467340 11.167 11.314 11.880 11.166 11.314 11.880 0.102 0.067 0.062 0.133 0.098 0.115 0.592 1.507 1.654 0.340 0222 Galaxy+star
13132745-4322565 198.364350 -43.382490 307.168520  19.308050 10.354 10.558 11.229 10.258 10.436 11.131 0.051 0.030 0.025 0.045 0.027 0.026 0.136 1.500 1.677 0.400 0000 Galaxy+star
13214691-1625114 200.445500 -16.419910 313.403380  45.833940  9.903 10.165 10.854  9.763 10.074 10.605 0.035 0.025 0.019 0.032 0.024 0.018 0.079 1.504 1.694 0.580 0333 Galaxy with severely compromised photometry
13251805-4137334 201.325360 -41.625940 309.692410  20.800860 10.880 11.192 11.743 10.880 11.192 11.743 1.079 0.632 0.467 0.540 0.357 0.286 0.115 2.079 2.079 1.000 0222 Galaxy with severely compromised photometry
13374997-2359412 204.458150 -23.994800 316.348970  37.665210 10.364 10.600 11.443 10.364 10.600 11.443 0.232 0.157 0.137 0.116 0.080 0.081 0.106 2.066 2.066 0.400 0000 Galaxy with severely compromised photometry
13513681+3759563 207.903340  37.998890  77.418680  73.339360 11.724 13.323 13.826 11.724 13.323 13.826 1.198 1.998 1.400 9.999 9.999 9.999 0.017 2.079 2.177 1.000 0222 Galaxy with severely compromised photometry
14284502+0042413 217.187560   0.711480 348.459500  54.741710 11.362 11.680 12.469 10.998 11.293 12.410 0.100 0.054 0.054 0.086 0.052 0.075 0.036 1.631 1.889 0.280 0133 Galaxy with severely compromised photometry
14463548-0846043 221.647930  -8.767910 344.822970  44.536810 10.709 11.081 11.835 10.439 10.742 11.602 0.071 0.051 0.041 0.061 0.047 0.045 0.086 1.498 1.750 0.640 0333 Galaxy with severely compromised photometry
14502202-2416455 222.591780 -24.279380 334.811220  31.129470 11.429 11.607 12.535 11.429 11.607 12.535 0.901 0.513 0.478 9.999 0.643 0.326 0.120 1.990 2.092 1.000 0112 Galaxy with severely compromised photometry
14535012-3721488 223.458860 -37.363520 328.331510  19.398650 11.693 12.153 12.767 11.458 12.153 12.732 0.092 0.072 0.054 0.089 0.122 0.076 0.071 1.365 1.631 0.400 0033 Galaxy with severely compromised photometry
15062599-4313575 226.608261 -43.232628 327.488739  13.110117 11.324 11.587 12.225 11.185 11.086 11.855 0.073 0.042 0.041 0.066 0.031 0.036 0.148 1.255 1.475 0.760 0111 Galaxy with severely compromised photometry
15303997-4438044 232.666630 -44.634700 330.447600   9.564010  9.275  9.362  9.884  9.275  9.362  9.884 0.013 0.010 0.007 0.007 0.005 0.004 0.275 1.310 1.309 0.500 0222 Galaxy+star
15340844-7655409 233.535310 -76.928000 311.797060 -16.948040 10.772 10.509 11.534 10.772 10.509 11.534 0.776 0.321 0.324 9.999 0.438 0.193 0.097 2.079 2.177 1.000 0122 Galaxy with severely compromised photometry
15441921-2419204 236.080030 -24.322390 345.924740  23.777440 10.452 10.480 10.737 10.447 10.372 10.727 0.021 0.013 0.008 0.683 0.011 0.605 0.343 1.161 1.380 0.440 0000 Galaxy+star
16013398+2614511 240.391660  26.247620  43.000290  47.782660 11.553 11.613 12.166 11.553 11.613 12.166 1.197 0.770 0.528 0.676 0.465 0.339 0.052 2.079 2.079 1.000 0122 Galaxy with severely compromised photometry
16031205-1319378 240.800310 -13.327130 358.117610  28.361760 11.065 11.573 12.253 10.556 11.458 12.014 0.087 0.049 0.046 0.087 0.083 0.075 0.180 1.371 1.744 0.720 0333 Galaxy with severely compromised photometry
16080647+2529073 242.027100  25.485390  42.392300  46.178160 10.583 10.942 11.690 10.133 10.942 11.690 0.092 0.057 0.050 0.065 0.066 0.065 0.057 1.806 1.966 0.480 0331 Galaxy with severely compromised photometry
16290971-7728096 247.290450 -77.469420 313.718260 -19.439000 11.618 12.144 12.864 11.173 11.547 12.820 0.106 0.098 0.076 0.129 0.113 0.153 0.132 1.312 1.685 0.660 0333 Galaxy with severely compromised photometry
16301116-5814486 247.546707 -58.246780 328.552124  -6.718888 11.500 11.814 12.480 11.109 11.804 12.432 0.087 0.071 0.069 0.116 0.152 0.152 0.374 1.161 1.638 0.780 0333 Galaxy+star
16381810-6421367 249.575520 -64.360200 324.596310 -11.521760  9.625  9.931 10.573  9.345  9.484 10.146 0.055 0.050 0.039 0.072 0.056 0.048 0.160 1.571 1.879 0.560 0555 Galaxy with severely compromised photometry
16551200-1329116 253.800079 -13.486631   6.478704  18.301567 11.708 11.928 12.647 11.583 11.848 12.438 0.075 0.060 0.052 0.078 0.072 0.060 0.640 1.111 1.368 0.680 0000 Galaxy+star
16581289-0038034 254.553757  -0.634223  18.531069  24.641500 11.658 12.080 12.760 11.220 11.499 12.279 0.086 0.066 0.057 0.112 0.085 0.085 0.349 1.352 1.801 0.360 0000 Galaxy with severely compromised photometry
17025816+3330284 255.742390  33.507930  56.127360  36.155380 11.176 11.691 12.578 11.176 11.691 12.578 0.859 0.704 0.599 0.915 0.787 0.832 0.028 2.079 2.177 1.000 0122 Galaxy with severely compromised photometry
17082670+1422352 257.111270  14.376410  34.841520  29.191980 11.727 12.406 13.693 11.727 12.406 13.693 0.095 0.103 0.117 0.056 0.073 0.095 0.134 1.336 1.336 0.500 0333 Galaxy with severely compromised photometry
17090171+1422190 257.257080  14.371940  34.900870  29.060500  9.491 10.468 11.907  9.491 10.468 11.907 0.063 0.100 0.122 0.031 0.051 0.077 0.141 1.828 1.828 0.700 0111 Galaxy with severely compromised photometry
17115310-2310113 257.971283 -23.169838   0.662062   9.493228 11.729 11.939 12.642 11.680 11.885 12.433 0.083 0.075 0.078 0.094 0.094 0.090 0.641 0.991 1.284 0.700 0333 Galaxy+star
17445915+6627478 266.246490  66.463303  96.323357  31.309624 11.039 11.551 99.999 10.976 11.550 14.100 0.041 0.033 9.999 0.037 0.038 0.029 0.043 1.107 1.366 1.000 024n Galaxy+star
17494097+5333541 267.420780  53.565130  81.293660  30.501820 10.917 11.250 12.026 10.664 10.939 11.693 0.050 0.041 0.032 0.052 0.045 0.038 0.037 1.228 1.577 0.860 0333 Galaxy with severely compromised photometry
17543888+6803287 268.661990  68.057980  98.124620  30.299580 10.842 11.265 11.947 10.839 11.265 11.458 0.057 0.037 0.028 0.081 0.021 0.022 0.051 1.442 1.628 0.460 0333 Galaxy with severely compromised photometry
18130143+5709199 273.256200  57.155440  85.807720  27.621000 10.582 10.859 11.528 10.453 10.792 11.466 0.037 0.031 0.022 0.034 0.031 0.024 0.042 1.579 1.748 0.380 0000 Galaxy with severely compromised photometry
18193109+6618383 274.879730  66.310710  96.186880  27.852950 11.063 11.374 12.031 10.700 11.374 11.900 0.152 0.110 0.073 0.101 0.064 0.074 0.044 1.708 1.798 0.380 0333 Galaxy with severely compromised photometry
18205551+3259271 275.231260  32.990840  60.489730  20.327110 11.629 12.092 12.496 11.629 12.092 12.496 0.998 0.774 0.473 9.999 9.999 0.625 0.057 2.079 2.177 1.000 0666 Galaxy with severely compromised photometry
18214796-5959341 275.449830 -59.992580 334.724180 -19.722350 11.641 11.904 12.863 11.639 11.904 12.713 0.049 0.035 0.032 0.070 0.044 0.038 0.101 1.000 1.320 0.560 0000 Galaxy with severely compromised photometry
18294495+4501155 277.437408  45.020962  73.341682  22.457205 10.982 11.264 11.903 10.852 11.140 11.729 0.042 0.031 0.021 0.038 0.032 0.023 0.053 1.204 1.461 0.760 0000 Galaxy+star
18421925+1742167 280.580139  17.704628  47.837570   9.926870 11.098 11.260 11.860 11.071 11.115 11.799 0.051 0.030 0.027 0.050 0.030 0.031 0.434 1.130 1.381 0.760 0313 Galaxy+star
18574439+2651306 284.435000  26.858500  57.795750  10.613360 11.485 11.946 12.595 11.069 11.639 12.260 0.075 0.072 0.052 0.085 0.103 0.078 0.197 1.246 1.637 0.840 0111 Galaxy with severely compromised photometry
19004514+1741359 285.188080  17.693340  49.772630   5.977380 11.248 11.570 12.489 11.144 11.373 12.222 0.078 0.054 0.069 0.075 0.058 0.075 0.624 1.453 1.679 0.140 0333 Galaxy with severely compromised photometry
19055341-2534425 286.472504 -25.578527  11.226508 -14.327056 11.628 11.853 12.467 11.587 11.737 12.319 0.053 0.033 0.030 0.055 0.036 0.033 0.206 0.982 1.257 0.820 0331 Galaxy+star
19112756+2112142 287.864838  21.204039  54.065067   5.309405 11.198 11.240 11.820 10.974 11.040 11.607 0.082 0.048 0.053 0.081 0.050 0.063 0.978 1.318 1.584 0.480 0333 Galaxy+star
19152093+2254593 288.837311  22.916475  56.008389   5.289386 11.090 11.230 11.962 10.933 11.064 11.840 0.082 0.063 0.068 0.072 0.063 0.080 0.837 1.452 1.639 0.280 0333 Galaxy+star
19162641+6222167 289.110168  62.371239  93.333359  21.042114 11.662 11.940 12.702 11.450 11.827 12.507 0.060 0.038 0.032 0.064 0.049 0.041 0.061 1.093 1.447 0.840 0333 Galaxy+star
19284099+4323034 292.170715  43.384357  75.767105  12.038020 11.681 12.077 12.774 11.398 11.801 12.572 0.084 0.059 0.047 0.091 0.073 0.067 0.114 1.158 1.515 0.700 0333 Galaxy+star
19320659+0624059 293.027496   6.401694  43.314983  -6.043927 11.087 11.308 11.980 10.963 11.192 11.888 0.070 0.061 0.055 0.062 0.062 0.063 0.374 1.250 1.474 0.660 0333 Galaxy+star
19502529-1045590 297.605440 -10.766360  29.784910 -17.922020 10.255 12.319 13.144 10.255 12.319 13.144 0.026 0.060 0.064 0.013 0.043 0.049 0.256 1.260 1.260 0.720 0044 Galaxy with severely compromised photometry
20003875-6907595 300.161500 -69.133240 326.400270 -31.356210 11.746 12.185 12.983 11.219 11.496 12.382 0.082 0.069 0.054 0.110 0.091 0.101 0.056 1.164 1.640 0.800 0000 Galaxy with severely compromised photometry
20030099+4055353 300.754180  40.926460  76.706390   5.284180 11.506 11.790 12.458 11.379 11.772 12.409 0.085 0.079 0.073 0.084 0.099 0.096 0.814 1.176 1.415 0.500 0333 Galaxy with severely compromised photometry
