# The 2MASS Redshift Survey
# Huchra et al., ApJS, in press
#
# http://tdc-www.harvard.edu/2mrs/
# catalog version 2.4, 2011 Dec 16
# maintained by Lucas Macri, lmacri@tamu.edu
#
# Entries in original input catalogs that have been rejected -- objects have been reprocessed. Corresponds to left half of Table A2 in paper.
#
#ID               RAdeg      DECdeg       l          b        k_c    h_c    j_c    k_tc   h_tc   j_tc  e_k   e_h   e_j   e_kt  e_ht  e_jt   e_bv r_iso r_ext  b/a  flgs Comments
06455492-1812493 101.478836 -18.213736 228.677475  -9.374817 10.121 10.088 10.809 10.121 10.088 10.809 0.073 0.045 0.034 0.091 0.052 0.042 0.384 1.617 1.748 1.000 0211 Galaxy reprocessed by LGA pipeline as 06455279-1812389
07213023+5545416 110.376091  55.761597 161.394547  26.261517 10.124 10.427 11.078  9.525  9.856 10.208 0.043 0.036 0.025 0.080 0.070 0.042 0.076 1.484 1.962 0.580 0331 Galaxy reprocessed as 07213034+5545413
08173227-4537124 124.384384 -45.620079 262.106995  -5.595918 10.422 10.625 11.136 10.294 10.447 10.961 0.069 0.049 0.041 0.061 0.047 0.043 0.806 1.380 1.577 0.600 0111 Galaxy reprocessed as 08173216-4537115
08533273+5118493 133.386368  51.313683 167.325714  39.679897  7.553  7.820  8.486  7.442  7.699  8.388 0.015 0.013 0.010 0.014 0.012 0.010 0.023 1.906 2.047 0.840 0666 Galaxy reprocessed as 08533275+5118489
09102011+0702165 137.583832   7.037951 223.265839  33.987602  7.098  7.443  7.961  7.022  7.385  7.879 0.019 0.015 0.011 0.019 0.015 0.011 0.043 1.988 2.123 0.760 0666 Galaxy reprocessed as 09102015+0702160 
09134303+7628312 138.429245  76.475334 136.254929  34.361515  8.836  9.142  9.851  8.769  9.089  9.778 0.017 0.016 0.012 0.018 0.017 0.012 0.027 1.790 1.938 0.400 0000 Galaxy reprocessed as 09134319+7628311
09135561-6939089 138.481613 -69.652405 285.971649 -14.317100  8.816  9.688 10.079  8.816  9.688 10.079 0.038 0.044 0.028 0.019 0.022 0.014 0.096 1.822 1.822 0.520 0122 Galaxy reprocessed by LGA pipeline as 09135049-6938420
09334609+1009093 143.442093  10.152528 223.176926  40.563213  8.857  9.114  9.783  8.700  8.948  9.588 0.036 0.023 0.021 0.033 0.022 0.020 0.031 1.714 1.869 0.820 0333 Galaxy reprocessed as 09334613+1009086
09423511+5851043 145.646362  58.851269 155.189987  44.664391  7.945  8.205  8.880  7.879  8.145  8.819 0.013 0.011 0.008 0.013 0.011 0.008 0.017 1.808 1.954 0.680 0111 Galaxy reprocessed as 09423523+5851044
09462109+0304168 146.587906   3.071340 233.241379  39.698208 10.135 10.478 11.206 10.016 10.423 11.150 0.040 0.028 0.024 0.035 0.027 0.027 0.049 1.592 1.757 0.300 0000 Galaxy reprocessed as 09462113+0304163 
10031907+6844022 150.829468  68.733925 141.899643  41.659969  7.404  7.645  8.209  7.273  7.511  8.062 0.022 0.016 0.012 0.021 0.016 0.012 0.067 2.038 2.171 0.760 0666 Galaxy reprocessed as 10031914+6844014
10393183+0506266 159.882721   5.107493 242.033752  51.649731 10.815 11.197 11.859 10.685 11.028 11.717 0.053 0.033 0.028 0.047 0.032 0.030 0.026 1.225 1.460 0.820 0000 Galaxy reprocessed as 10393190+0506268
11074847-4631334 166.951996 -46.525940 284.983887  12.702851  8.340  8.574  9.208  8.340  8.574  9.208 0.030 0.022 0.019 0.015 0.011 0.010 0.137 2.026 2.026 0.380 0221 Galaxy reprocessed as 11074851-4631339
11095765-3732210 167.490204 -37.539177 281.578369  21.088963  7.241  7.508  8.146  7.167  7.440  8.072 0.017 0.013 0.011 0.017 0.013 0.010 0.101 1.965 2.102 0.800 0111 Galaxy reprocessed as 11095773-3732216 
11251284-2644121 171.303543 -26.736732 280.094208  32.282795  8.699  8.905  9.618  8.527  8.747  9.443 0.031 0.026 0.020 0.033 0.028 0.021 0.056 1.982 2.152 0.320 0666 Galaxy reprocessed as 11251289-2644128
11460639-5623274 176.526657 -56.390965 293.937561   5.335635  8.237  8.559  9.176  7.973  8.070  8.713 0.031 0.023 0.026 0.054 0.033 0.040 0.386 1.900 2.163 0.600 0222 Galaxy reprocessed as 11460646-5623280 
11564416+3201181 179.184052  32.021729 187.280304  77.152000  9.043  9.363 10.120  8.971  9.363 10.046 0.017 0.012 0.011 0.016 0.006 0.016 0.030 1.820 1.971 0.240 0555 Galaxy reprocessed as 11564415+3201178
12200679+2916502 185.028336  29.280664 193.784149  82.772690  7.260  7.482  8.140  7.174  7.398  8.059 0.011 0.009 0.007 0.011 0.009 0.007 0.029 1.866 2.008 0.900 0000 Galaxy reprocessed as 12200682+2916498
12223197+2953430 185.633286  29.895350 187.689285  83.075447  7.649  7.902  8.586  7.550  7.810  8.495 0.015 0.013 0.010 0.015 0.017 0.012 0.025 2.042 2.176 0.506 0111 Galaxy reprocessed as 12223204+2953432
12284362+1145261 187.181763  11.757256 282.705688  73.730530  9.175  9.352 10.164  9.094  9.295 10.115 0.032 0.021 0.019 0.035 0.034 0.019 0.030 1.849 1.994 0.260 0004 Galaxy reprocessed as 12284331+1145177
12300217+1338111 187.509094  13.636464 281.544250  75.611870  7.400  7.636  8.314  7.341  7.580  8.252 0.013 0.011 0.009 0.013 0.012 0.010 0.032 1.934 2.072 0.840 0666 Galaxy reprocessed as 12300227+1338112
12425235+1315271 190.718201  13.257473 294.294769  75.985291  8.909  9.131  9.751  8.796  9.019  9.628 0.026 0.021 0.014 0.024 0.020 0.014 0.026 1.658 1.816 0.720 0000 Galaxy reprocessed as 12425243+1315260 
12461005+3043546 191.541946  30.731884 140.361572  86.216583 10.521 10.893 11.726 10.385 10.730 11.522 0.031 0.028 0.021 0.029 0.026 0.025 0.016 1.371 1.568 0.240 0000 Galaxy reprocessed as 12461003+3043556
12500721+7252281 192.530197  72.874535 123.067329  44.253525  8.163  8.423  9.097  8.111  8.364  9.028 0.020 0.015 0.013 0.020 0.015 0.013 0.020 1.775 1.925 0.900 0000 Galaxy reprocessed as 12500736+7252281
12524473+1550289 193.186340  15.841409 304.537933  78.708984 10.917 11.117 11.841 10.917 11.117 11.841 0.077 0.064 0.039 0.039 0.035 0.024 0.026 1.975 1.975 0.300 0666 Galaxy reprocessed as 12524409+1550542
12543569-1234069 193.648758 -12.568610 304.137817  50.295700  7.815  8.073  8.769  7.732  8.013  8.707 0.018 0.012 0.011 0.018 0.012 0.011 0.053 1.934 2.073 0.620 0331 Galaxy pair split into 12543570-1234070 and 12543658-1233288
13054887-0801129 196.453674  -8.020267 309.095581  54.679283  7.625  7.841  8.491  7.589  7.802  8.445 0.012 0.006 0.006 0.011 0.006 0.006 0.047 1.863 2.007 0.460 0666 Galaxy reprocessed as 13054892-0801135
13355380-3417437 203.974075 -34.295597 313.292236  27.680170  9.597 10.093 10.846  9.561 10.053 10.816 0.017 0.013 0.012 0.017 0.016 0.013 0.060 1.356 1.554 0.540 0000 Galaxy reprocessed as 13355382-3417447
13395599-3138241 204.983276 -31.640078 314.860260  30.105909  8.404  8.618  9.159  8.267  8.468  9.000 0.033 0.021 0.016 0.031 0.020 0.015 0.056 1.913 2.052 0.500 0313 Galaxy reprocessed as 13395603-3138247
13462460+4606266 206.602600  46.107433  96.700844  68.120911  9.102  9.334 10.066  9.102  9.334 10.066 0.030 0.020 0.018 0.015 0.010 0.009 0.017 1.933 1.933 0.220 0666 Galaxy reprocessed as 13462465+4606266
13595253+3810356 209.968811  38.176575  74.830795  71.897949 10.591 10.921 11.432 10.289 10.673 11.201 0.050 0.035 0.022 0.045 0.037 0.024 0.009 1.689 1.923 0.380 0222 Galaxy reprocessed by LGA pipeline as 13595082+3810568 
14052149-4148552 211.339523 -41.815361 317.398041  18.970592 10.448 10.773 11.363 10.448 10.773 11.363 0.065 0.043 0.031 0.032 0.023 0.018 0.067 1.777 1.777 0.240 0331 Galaxy reprocessed as 14052208-4149056
14080312-3318537 212.012955 -33.314930 320.834015  26.879517 10.466 10.743 11.467 10.079 10.384 11.130 0.011 0.007 0.006 0.007 0.005 0.006 0.072 0.820 0.997 0.340 0000 Galaxy reprocessed as 14080314-3318542
14511779+5858401 222.824158  58.977852  98.210678  52.010975  9.373  9.720 10.524  9.310  9.641 10.434 0.016 0.014 0.012 0.016 0.026 0.023 0.011 1.634 1.797 0.340 0666 Galaxy reprocessed as 14511789+5858398
14513084-5231420 222.878601 -52.528355 320.757141   6.137694  9.596  9.856 10.543  9.447  9.794 10.377 0.046 0.045 0.042 0.040 0.043 0.041 0.647 1.624 1.792 0.460 0222 Galaxy reprocessed as 14513085-5231421
15062925+0136202 226.621918   1.605634   0.425737  48.796722  6.970  7.224  7.896  6.915  7.163  7.834 0.023 0.011 0.011 0.023 0.012 0.012 0.056 2.041 2.174 0.920 0666 Galaxy reprocessed as 15062929+0136193
15091609-1119179 227.317032 -11.321677 348.526703  39.052971  8.661  8.878  9.529  8.661  8.878  9.529 0.034 0.020 0.019 0.017 0.010 0.009 0.108 1.822 1.821 0.500 0333 Galaxy reprocessed as 15091611-1119186
15140850+8156198 228.535477  81.938820 117.299515  33.563560 11.422 11.792 12.530 11.279 11.673 12.355 0.053 0.040 0.032 0.049 0.043 0.035 0.045 1.265 1.485 0.460 0333 Galaxy pair split into 15140165+8156194 and 15140832+8156194 
15355381+3840302 233.974335  38.675121  62.220810  53.941486 11.409 11.770 12.439 11.396 11.751 12.370 0.047 0.033 0.025 0.098 0.037 0.039 0.017 1.338 1.514 0.440 0333 Galaxy reprocessed as 15355385+3840311
15395738+5804463 234.989059  58.079533  91.334953  47.393852  8.710  8.974  9.670  8.608  8.860  9.554 0.020 0.018 0.012 0.023 0.017 0.017 0.016 1.816 1.961 0.440 0000 Galaxy reprocessed as 15395739+5804458
15532317+1157327 238.346542  11.959134  22.509214  44.820583 10.749 10.969 11.662 10.520 10.720 11.297 0.068 0.045 0.034 0.061 0.043 0.037 0.043 1.420 1.668 0.640 0111 Galaxy reprocessed as 15532320+1157323
16060394+5525313 241.516388  55.425411  85.760544  45.159466 10.772 11.080 11.777 10.589 10.859 11.517 0.056 0.039 0.029 0.047 0.038 0.029 0.009 1.513 1.706 0.260 0000 Galaxy reprocessed as 16060405+5525312
16295808+4037432 247.491943  40.628628  64.428741  43.462723  9.711 10.039 10.780  9.587  9.874 10.644 0.035 0.029 0.021 0.032 0.025 0.021 0.008 1.544 1.716 0.600 0000 Galaxy reprocessed as 16295807+4037430 
16561212-2902288 254.050537 -29.041359 353.760712   8.835714 11.183 11.626 12.370 10.755 11.595 12.348 0.213 0.199 0.203 0.136 0.215 0.242 0.219 1.539 1.628 0.700 0221 Galaxy reprocessed as 16561214-2902290 
16564480-6224293 254.186554 -62.408100 327.470795 -11.907856 11.156 11.459 12.077 11.156 11.459 12.077 0.094 0.063 0.049 0.049 0.037 0.031 0.135 1.572 1.571 0.420 0222 Galaxy reprocessed as 16564489-6224112 
17054363-2524226 256.431732 -25.406265 357.990814   9.332674 11.343 11.675 12.047 11.222 11.195 11.588 0.093 0.082 0.063 0.088 0.065 0.053 0.396 1.220 1.449 0.700 0444 Galaxy reprocessed as 17054356-2524367
17290957-6226441 262.289886 -62.445618 329.577820 -15.047101  8.883  9.108  9.789  8.768  8.988  9.655 0.039 0.032 0.027 0.038 0.031 0.026 0.084 1.814 1.960 0.520 0111 Galaxy reprocessed as 17290966-6226447 
17413875-0437261 265.411530  -4.624003  20.591690  13.251557 10.870 11.089 11.710 10.723 11.089 11.710 0.085 0.061 0.050 0.073 0.036 0.032 0.718 1.581 1.756 0.280 0333 Galaxy reprocessed as 17413903-0437191 
18125527+6821484 273.230438  68.363441  98.471947  28.603676  9.957 10.274 10.993  9.850 10.246 10.993 0.036 0.023 0.018 0.036 0.027 0.146 0.047 1.609 1.764 0.200 0000 Galaxy reprocessed as 18125540+6821479
20250664-2448335 306.277710 -24.809305  18.850153 -30.823904  8.514  8.807  9.444  8.348  8.656  9.286 0.022 0.017 0.013 0.020 0.016 0.012 0.063 1.876 2.021 0.540 0155 Galaxy reprocessed as 20250669-2448339
20374765+5138017 309.448547  51.633804  88.983429   6.331005 10.309 10.504 11.249 10.153 10.358 11.082 0.066 0.060 0.052 0.057 0.058 0.056 0.908 1.709 1.908 0.200 0666 Galaxy reprocessed as 20374767+5138013
22024152-5117471 330.672974 -51.296455 343.918976 -50.191822  9.266  9.687  9.796  9.266  9.687  9.796 0.055 0.055 0.026 0.028 0.027 0.013 0.025 1.824 1.824 0.600 0331 Galaxy reprocessed as 22024158-5117477
22075236+3121333 331.968231  31.359280  86.506401 -19.707087  6.869  7.099  7.789  6.798  7.024  7.707 0.013 0.007 0.007 0.013 0.007 0.007 0.088 1.980 2.116 0.920 0111 Galaxy reprocessed as 22075242+3121329
23005993+3008416 345.249695  30.144897  96.217796 -26.935762  8.306  8.554  9.183  8.173  8.440  9.064 0.026 0.016 0.013 0.024 0.016 0.013 0.053 1.899 2.040 0.560 0000 Galaxy reprocessed as 23005996+3008412 
