# The 2MASS Redshift Survey
# Huchra et al., ApJS, in press
#
# http://tdc-www.harvard.edu/2mrs/
# catalog version 2.4, 2011 Dec 16
# maintained by Lucas Macri, lmacri@tamu.edu
#
# Code "C/F/O": NED entries attributed to 2008ApJ...685.1320C, listed here with 2MRS information or proper bibliographic reference and uncertainty in redshift (when available)
#
#2MASS_ID        NED_ID                         RA          DEC        TYPE   NED_CZ  ERR QUAL NED_BIBCODE         2MRS_CZ  ERR CD 2MRS_BIBCODE          COMMENT
01014431-5152080|ESO_195-_G_024                |01h01m44.3s -51d52m08s|G     |  7570|    |    |2008ApJ...685.1320C|   7570|   0|O |1988cgsd.book.....F / 
03475051+4123398|2MASX_J03475051+4123398       |03h47m50.5s +41d23m40s|G     |  5540|    |    |2008ApJ...685.1320C|   5540|  34|O |20112MRS.ZMA..0000H / SAO/TDC spectral archive #T26870
04055073+3043032|2MFGC 03349                   |04h05m50.7s +30d43m04s|G     |  6158|    |    |2008ApJ...685.1320C|   5995|  18|F |20112MRS.FLWO.0000H / note updated 2MRS redshift
04055468+3703436|UGC_02952                     |04h05m54.7s +37d03m44s|G     |  6482|    |    |2008ApJ...685.1320C|   6482|  55|O |20112MRS.ZMA..0000H / SAO/TDC spectral archive #T23596
04061266+3103081|2MASX_J04061266+3103081       |04h06m12.6s +31d03m08s|G     |  4382|    |    |2008ApJ...685.1320C|   4382| 176|O |2000MNRAS.317...55S / 
04120905+2755488|UGC_02977                     |04h12m09.1s +27d55m49s|G     |  3713|    |    |2008ApJ...685.1320C|   3713|  40|O |20112MRS.ZMA..0000H / SAO/TDC spectral archive #T23599
04190951+3927271|2MASX_J04190951+3927271       |04h19m09.5s +39d27m27s|G     |  6206|    |    |2008ApJ...685.1320C|   6206|  53|O |2000MNRAS.317...55S / 
04215207+3607373|UGC_03021                     |04h21m52.1s +36d07m37s|G     |  6238|    |    |2008ApJ...685.1320C|   6238|  54|O |20112MRS.MMT..0000H / SAO/TDC spectral archive #M10093
04294610+3731591|2MASX_J04294610+3731591       |04h29m46.1s +37d31m59s|G     |  5885|    |    |2008ApJ...685.1320C|   5885|  80|O |2000MNRAS.317...55S / 
04362956+2036159|UGC_03099                     |04h36m29.6s +20d36m16s|G     |  5035|    |    |2008ApJ...685.1320C|   5035|  50|O |20112MRS.ZMA..0000H / SAO/TDC spectral archive #T23603
04392947+7317292|MCG_+12-05-013                |04h39m29.5s +73d17m29s|G     |  4927|    |    |2008ApJ...685.1320C|   4927|  48|O |20112MRS.ZMA..0000H / SAO/TDC spectral archive #T25004
04400293+1230486|UGC_03123_NED02               |04h40m02.9s +12d30m49s|G     |  7931|    |    |2008ApJ...685.1320C|   7931|  20|O |1995ApJ...449..527L / 
04450159+1837048|UGC_03148                     |04h45m01.6s +18d37m05s|G     |  4777|    |    |2008ApJ...685.1320C|   4777| 146|O |2000MNRAS.317...55S / 
04461565+2801105|2MASX_J04461565+2801105       |04h46m15.7s +28d01m11s|G     |  6543|    |    |2008ApJ...685.1320C|   6543|  62|O |20112MRS.JPH..0000H / 
05133514+2028444|2MASX_J05133514+2028444       |05h13m35.1s +20d28m44s|G     |  5301|    |    |2008ApJ...685.1320C|   5301|  32|O |20112MRS.JPH..0000H / 
05153795+1919117|2MASX_J05153795+1919117       |05h15m38.0s +19d19m12s|G     |  5399|    |    |2008ApJ...685.1320C|   5399|  24|O |20112MRS.JPH..0000H / 
05164232+1847516|2MASX_J05164232+1847516       |05h16m42.3s +18d47m52s|G     |  6339|    |    |2008ApJ...685.1320C|   6339|  37|O |20112MRS.JPH..0000H / 
05174145+1936010|2MFGC_04328                   |05h17m41.4s +19d36m01s|G     |  5000|    |    |2008ApJ...685.1320C|   5000| 500|O |20112MRS.Arec.0000H / 
05193366+0319036|IC_0409_NED01                 |05h19m33.6s +03d19m04s|G     |  8489|    |    |2008ApJ...685.1320C|   8489|  33|O |1988AJ.....96.1775O / 
05232510+1633198|2MASX_J05232510+1633198       |05h23m25.1s +16d33m20s|G     |  6000|    |    |2008ApJ...685.1320C|   6000| 500|O |20112MRS.Arec.0000H / 
05233237+5116160|2MASX_J05233237+5116160       |05h23m32.4s +51d16m16s|G     |  8000|    |    |2008ApJ...685.1320C|   8000|  32|F |20112MRS.FLWO.0000H / 
05242105+1422371|2MASX_J05242105+1422371       |05h24m21.1s +14d22m37s|G     |  6000|    |    |2008ApJ...685.1320C|   6000| 500|O |20112MRS.Arec.0000H / 
05252022+4953221|2MASX_J05252022+4953221       |05h25m20.3s +49d53m22s|G     |  6816|    |    |2008ApJ...685.1320C|   6816|   0|O |1994A&AS..104..529T / 
05271751+1707312|2MASX_J05271751+1707312       |05h27m17.5s +17d07m31s|G     |  5794|    |    |2008ApJ...685.1320C|   5794|  36|F |20112MRS.FLWO.0000H / 
05272700-6330166|ESO_085-_GA088                |05h27m27.0s -63d30m16s|G     |  1187|    |    |2008ApJ...685.1320C|   1187|  30|O |20112MRS.Stra.0000H / 
05323561+1522511|2MASX_J05323561+1522511       |05h32m35.6s +15d22m51s|G     |  6000|    |    |2008ApJ...685.1320C|   6000| 500|O |20112MRS.Arec.0000H / 
05384231+1544532|2MASX_J05384231+1544532       |05h38m42.3s +15d44m53s|G     |  6000|    |    |2008ApJ...685.1320C|   6000| 500|O |20112MRS.Arec.0000H / 
05402955+1609559|2MASX_J05402955+1609559       |05h40m29.6s +16d09m56s|G     |  5700|    |    |2008ApJ...685.1320C|   5700|  32|F |20112MRS.FLWO.0000H / 
05430236+1620591|2MASX_J05430236+1620591       |05h43m02.4s +16d20m59s|G     |  5500|    |    |2008ApJ...685.1320C|   5500| 500|O |20112MRS.Arec.0000H / 
05441004+1653210|2MASX_J05441004+1653210       |05h44m10.1s +16d53m21s|G     |  5842|    |    |2008ApJ...685.1320C|   5842|  34|F |20112MRS.FLWO.0000H / 
05444416+1648501|2MASX_J05444416+1648501       |05h44m44.2s +16d48m50s|G     |  5849|    |    |2008ApJ...685.1320C|   5849|  28|F |20112MRS.FLWO.0000H / 
05452012+1447335|2MFGC_04659                   |05h45m20.1s +14d47m34s|G     |  5468|    |    |2008ApJ...685.1320C|   5468|  37|F |20112MRS.FLWO.0000H / 
05453448+1453595|2MASX_J05453448+1453595       |05h45m34.5s +14d53m59s|G     |  5537|    |    |2008ApJ...685.1320C|   5537|  36|F |20112MRS.FLWO.0000H / 
05462465+1505201|2MASX_J05462465+1505201       |05h46m24.7s +15d05m20s|G     |  5377|    |    |2008ApJ...685.1320C|   5377|  28|F |20112MRS.FLWO.0000H / 
05592276-1701083|2MFGC_04831                   |05h59m22.8s -17d01m08s|G     |  7757|    |    |2008ApJ...685.1320C|   7757| 132|O |2000MNRAS.317...55S / 
05595753-1805253|2MASX_J05595753-1805253       |05h59m57.5s -18d05m26s|G     |  8409|    |    |2008ApJ...685.1320C|   8409|  79|O |2000MNRAS.317...55S / 
06074593+3225063|2MASX_J06074593+3225063       |06h07m45.9s +32d25m07s|G     |  7000|    |    |2008ApJ...685.1320C|   7000| 500|O |20112MRS.Arec.0000H / 
06185438+2853145|2MASX_J06185438+2853145       |06h18m54.4s +28d53m14s|G     |  9361|    |    |2008ApJ...685.1320C|   9361|  32|F |20112MRS.FLWO.0000H / 
06194566+0337083|2MASX_J06194566+0337083       |06h19m45.7s +03d37m08s|G     |   766|    |    |2008ApJ...685.1320C|    766|  72|F |20112MRS.FLWO.0000H / 
06301519+2824245|2MASX_J06301519+2824245       |06h30m15.2s +28d24m24s|G     |  9144|    |    |2008ApJ...685.1320C|   9144|  47|F |20112MRS.FLWO.0000H / 
06322575+2759440|2MASX_J06322575+2759440       |06h32m25.8s +27d59m44s|G     |  9704|    |    |2008ApJ...685.1320C|   9704|  28|F |20112MRS.FLWO.0000H / 
06333089+2804280|2MASX_J06333089+2804280       |06h33m30.9s +28d04m28s|G     |  9526|    |    |2008ApJ...685.1320C|   9526|  34|F |20112MRS.FLWO.0000H / 
06450335+4529072|CGCG_234-006                  |06h45m03.4s +45d29m07s|G     |  6197|    |    |2008ApJ...685.1320C|   6197|  38|O |20112MRS.JPH..0000H / 
06464964-6457508|2MASX_J06464964-6457508       |06h46m49.6s -64d57m51s|G     |  9056|    |    |2008ApJ...685.1320C|   9056| 124|O |1981A&AS...46...57W / 
06572487-2456229|2MASX_J06572487-2456229       |06h57m24.9s -24d56m23s|G     |  2590|    |    |2008ApJ...685.1320C|   2590|  50|O |20112MRS.JPH..0000H / 
06573563+4522218|CGCG_234-033                  |06h57m35.7s +45d22m22s|G     |  6013|    |    |2008ApJ...685.1320C|   6013|  30|O |1999PASP..111..438F / 
07083036+2952437|UGC_03692                     |07h08m30.4s +29d52m44s|G     |  7540|    |    |2008ApJ...685.1320C|   7540|  25|O |20112MRS.JPH..0000H / 
07090311-2829105|MCG -05-17-008                |07h09m03.1s -28d29m11s|G     |  2127|   0|    |2008ApJ...685.1320C|   2127|  26|C |20112MRS.CTIO.0000H /
07094687-2734083|2MASX_J07094687-2734083       |07h09m46.9s -27d34m08s|G     |  3021|    |    |2008ApJ...685.1320C|   3021|  71|O |1992MNRAS.255..581S / 
07143575+0533011|CGCG_029-011                  |07h14m35.8s +05d33m01s|G     |  8660|    |    |2008ApJ...685.1320C|   8660|  38|F |20112MRS.FLWO.0000H / 
07164720+0350518|2MASX_J07164720+0350518       |07h16m47.2s +03d50m52s|G     |  8885|    |    |2008ApJ...685.1320C|   8885|  28|F |20112MRS.FLWO.0000H / 
07175098+8500168|CGCG_362-039                  |07h17m51.2s +85d00m17s|G     |  4463|    |    |2008ApJ...685.1320C|   4463|  24|O |1999PASP..111..438F / 
07202960-6203141|NGC_2369B                     |07h20m29.6s -62d03m14s|G     |  3030|    |    |2008ApJ...685.1320C|   3030|  19|O |20112MRS.Stra.0000H / 
07204877-3400418|2MASX J07204877-3400418       |07h20m48.8s -34d00m42s|G     |  9217|   0|    |2008ApJ...685.1320C|   9123|  49|C |20112MRS.CTIO.0000H /
07221613-3521001|ESO_367-_G_020                |07h22m16.2s -35d21m00s|G     |  8289|    |    |2008ApJ...685.1320C|   8289|  37|C |20112MRS.CTIO.0000H / 
07235484-3553169|ESO 367- G 023                |07h23m54.9s -35d53m17s|G     |  8814|   0|    |2008ApJ...685.1320C|   8814|  53|C |20112MRS.CTIO.0000H /
07240918-3645540|ESO 367- G 024                |07h24m09.2s -36d45m54s|G     |  3116|   0|    |2008ApJ...685.1320C|   3116|  58|C |20112MRS.CTIO.0000H /
07251471-2645054|2MASX_J07251471-2645054       |07h25m14.7s -26d45m06s|G     |  7309|    |    |2008ApJ...685.1320C|   7309|  10|O |2000MNRAS.317...55S / 
07254650-3426426|2MASX J07254650-3426426       |07h25m46.5s -34d26m43s|G     |  9513|   0|    |2008ApJ...685.1320C|   9849|  69|C |20112MRS.CTIO.0000H / note updated 2MRS redshift
07332409-3505094|ESO 368- G 005                |07h33m24.1s -35d05m10s|G     |  8448|   0|    |2008ApJ...685.1320C|   8448|  48|C |20112MRS.CTIO.0000H /
07420104-8525161|ESO_005-_G_011                |07h42m01.3s -85d25m16s|G     |  5150|    |    |2008ApJ...685.1320C|   5150|  14|O |20112MRS.DaSt.0000H / 
07451544-3843199|2MASX J07451544-3843199       |07h45m15.5s -38d43m20s|G     |  2970|   0|    |2008ApJ...685.1320C|   2970|  51|C |20112MRS.CTIO.0000H /
07462675-3736461|2MASX_J07462675-3736461       |07h46m26.8s -37d36m46s|G     |  5773|    |    |2008ApJ...685.1320C|   5773|  53|C |20112MRS.CTIO.0000H / 
07474028-4158491|2MASX J07474028-4158491       |07h47m40.3s -41d58m49s|G     |  8511|   0|    |2008ApJ...685.1320C|   8511|  40|C |20112MRS.CTIO.0000H /
07475670-3853407|ESO_311-_G_013                |07h47m56.7s -38d53m41s|G     |  8586|    |    |2008ApJ...685.1320C|   8586|  52|C |20112MRS.CTIO.0000H / 
07533162+6353489|CGCG_310-022                  |07h53m31.7s +63d53m49s|G     |  7332|    |    |2008ApJ...685.1320C|   7332|  29|O |1999PASP..111..438F / 
07535089-3849350|2MASX J07535089-3849350       |07h53m50.9s -38d49m35s|G     |  8624|   0|    |2008ApJ...685.1320C|   8624|  56|C |20112MRS.CTIO.0000H /
07581258+8543000|CGCG_362-048                  |07h58m12.7s +85d43m00s|G     |  1896|    |    |2008ApJ...685.1320C|   1896|  29|O |1999PASP..111..438F / 
08060746-2233492|ESO 561- G 012                |08h06m07.5s -22d33m49s|G     |  4941|   0|    |2008ApJ...685.1320C|   4941|  40|C |20112MRS.CTIO.0000H /
08183025-2524391|ESO_495-_G_001                |08h18m30.3s -25d24m39s|G     |  1291|    |    |2008ApJ...685.1320C|   1291|  37|C |20112MRS.CTIO.0000H / 
08262781-1317343|IC_2379                       |08h26m27.8s -13d17m34s|G     |  6044|    |    |2008ApJ...685.1320C|   6044|  36|O |1992ApJS...83...29S / 
08432246+8437587|UGC_04474                     |08h43m22.8s +84d37m59s|G     |  4137|    |    |2008ApJ...685.1320C|   4137|   0|O |1999MNRAS.308..897L / 
08520026-6440557|2MASX_J08520026-6440557       |08h52m00.3s -64d40m56s|G     |  5578|    |    |2008ApJ...685.1320C|   5578|  52|O |20112MRS.Stra.0000H / 
08533956+7256532|CGCG 331-072                  |08h53m39.6s +72d56m53s|G     |  3773|    |    |2008ApJ...685.1320C|   7611|  16|F |20112MRS.FLWO.0000H / note updated 2MRS redshift
09225052-3841435|ESO_315-_G_001                |09h22m50.5s -38d41m44s|G     |  4867|    |    |2008ApJ...685.1320C|   4867|  32|C |20112MRS.CTIO.0000H / 
09225753-3841225|ESO_315-_G_002                |09h22m57.5s -38d41m22s|G     |  4824|    |    |2008ApJ...685.1320C|   4824|  33|C |20112MRS.CTIO.0000H / 
09232345-3843241|ESO_315-_G_004                |09h23m23.4s -38d43m24s|G     |  4515|    |    |2008ApJ...685.1320C|   4515|  33|C |20112MRS.CTIO.0000H / 
09234832-3829559|ESO_315-_G_005                |09h23m48.3s -38d29m56s|G     |  4867|    |    |2008ApJ...685.1320C|   4867|  23|C |20112MRS.CTIO.0000H / 
09240926-4218058|2MASX_J09240926-4218058       |09h24m09.3s -42d18m06s|G     |  9717|    |    |2008ApJ...685.1320C|   9717|  62|C |20112MRS.CTIO.0000H / 
09242552-3845406|2MASX_J09242552-3845406       |09h24m25.5s -38d45m41s|G     |  4862|    |    |2008ApJ...685.1320C|   4862|  50|C |20112MRS.CTIO.0000H / 
09265922-1206323|IC_2482                       |09h26m59.2s -12d06m32s|G     |  3521|    |    |2008ApJ...685.1320C|   3521|   0|O |20112MRS.Stra.0000H / 
09282593-3607459|ESO_373-_G_004_NED01          |09h28m25.9s -36d07m46s|G     |  4827|    |    |2008ApJ...685.1320C|   4827|   0|O |1990AJ.....99.1722K / 
09285969-4217007|2MASX_J09285969-4217007       |09h28m59.7s -42d17m01s|G     |  6515|    |    |2008ApJ...685.1320C|   6515|  52|C |20112MRS.CTIO.0000H / 
09290249-4218037|2MASX_J09290249-4218037       |09h29m02.5s -42d18m04s|G     |  6552|    |    |2008ApJ...685.1320C|   6552|  40|C |20112MRS.CTIO.0000H / 
09462280-4144586|2MASX_J09462280-4144586       |09h46m22.8s -41d44m59s|G     |  5467|    |    |2008ApJ...685.1320C|   5467|  41|C |20112MRS.CTIO.0000H / 
10043250-6231030|2MASX_J10043250-6231030       |10h04m32.5s -62d31m03s|G     |  3251|    |    |2008ApJ...685.1320C|   3251|  29|C |20112MRS.CTIO.0000H / 
10562081-5033367|ESO_215-_G_007                |10h56m20.8s -50d33m37s|G     |  2823|    |    |2008ApJ...685.1320C|   2823|  20|C |20112MRS.CTIO.0000H / 
10581534-4925258|ESO_215-_G?011                |10h58m15.3s -49d25m26s|G     |  5874|    |    |2008ApJ...685.1320C|   5874|  33|C |20112MRS.CTIO.0000H / 
10581564-5046208|2MASX_J10581564-5046208       |10h58m15.6s -50d46m21s|G     |  5809|    |    |2008ApJ...685.1320C|   5809|  47|C |20112MRS.CTIO.0000H / 
10582296-5015353|2MASX_J10582296-5015353       |10h58m23.0s -50d15m36s|G     |  5520|    |    |2008ApJ...685.1320C|   5520|  24|C |20112MRS.CTIO.0000H / 
10585970-5021554|2MASX_J10585970-5021554       |10h58m59.7s -50d21m55s|G     |  5646|    |    |2008ApJ...685.1320C|   5646|  40|C |20112MRS.CTIO.0000H / 
10592357-5057429|2MASX_J10592357-5057429       |10h59m23.6s -50d57m43s|G     |  5770|    |    |2008ApJ...685.1320C|   5770|  33|C |20112MRS.CTIO.0000H / 
11011192-5054000|2MFGC_08593                   |11h01m12.0s -50d54m00s|G     |  5734|    |    |2008ApJ...685.1320C|   5734|  79|O |2000MNRAS.317...55S / 
11011436-4954260|ESO_215-_G_015                |11h01m14.4s -49d54m26s|G     |  5739|    |    |2008ApJ...685.1320C|   5739|  51|C |20112MRS.CTIO.0000H / 
11082650-1015216|NGC_3537_NED01                |11h08m26.5s -10d15m22s|G     |  8184|    |    |2008ApJ...685.1320C|   8184|  40|O |1998AJ....116....1D / 
11123104+2316361|2MASX J11123104+2316361       |11h12m31.0s +23d16m36s|G     |  6728|    |    |2008ApJ...685.1320C|   6713|  29|O |20112MRS.ZMA..0000H / SAO/TDC spectral archive #T18081
11480232-5225056|ESO_217-_G_002                |11h48m02.3s -52d25m05s|G     |  4407|    |    |2008ApJ...685.1320C|   4407|  23|C |20112MRS.CTIO.0000H / 
13003911-0436159|2MASX_J13003911-0436159       |13h00m39.1s -04d36m16s|G     |  3027|    |    |2008ApJ...685.1320C|   3027|  43|O |1992AJ....103...11F / 
15281259-3057188|ESO_449-_G_011                |15h28m12.6s -30d57m19s|G     |  5858|    |    |2008ApJ...685.1320C|   5858|  95|O |2000MNRAS.317...55S / 
15504870-3943451|2MFGC 12726                   |15h50m48.7s -39d43m45s|G     |  7361|    |    |2008ApJ...685.1320C|   7338|  80|6 |20096dF...C...0000J /
16050228+1342068|2MASX_J16050228+1342068       |16h05m02.3s +13d42m07s|G     |  4636|    |    |2008ApJ...685.1320C|   4636|   5|O |1997AJ....114..122G / 
16140865-6124527|2MASX_J16140865-6124527       |16h14m08.7s -61d24m53s|G     |  5968|    |    |2008ApJ...685.1320C|   5968| 225|O |1999A&A...352...39W / 
16221294-6333019|2MASX_J16221294-6333019       |16h22m12.9s -63d33m02s|G     |  5160|    |    |2008ApJ...685.1320C|   5160|  36|O |1992ApJS...83...29S / 
16294779-6119365|ESO 137- G 031                |16h29m47.8s -61d19m37s|G     |  4553|   0|    |2008ApJ...685.1320C|   4553|  36|C |20112MRS.CTIO.0000H /
16352872+6832062|UGC_10476                     |16h35m28.7s +68d32m06s|G     |  7805|    |    |2008ApJ...685.1320C|   7805|  27|O |20112MRS.JPH..0000H / 
16443791-6051053|ESO_137-_G_041                |16h44m37.9s -60d51m05s|G     |  5229|    |    |2008ApJ...685.1320C|   5229|  45|C |20112MRS.CTIO.0000H / 
17214546-0047432|CGCG_026-004                  |17h21m45.5s -00d47m43s|G     |  9493|    |    |2008ApJ...685.1320C|   9493|  12|O |2000MNRAS.317...55S / 
17342386-6354203|2MASX_J17342386-6354203       |17h34m23.9s -63d54m20s|G     |  4731|    |    |2008ApJ...685.1320C|   4731|  77|O |2000MNRAS.317...55S / 
17501363+1417151|2MASX_J17501363+1417151       |17h50m13.6s +14d17m15s|G     |  4214|    |    |2008ApJ...685.1320C|   4214|   7|O |1990A&AS...82..391B / 
18113899+2134084|CGCG_142-012                  |18h11m39.0s +21d34m09s|G     |  5979|    |    |2008ApJ...685.1320C|   5979|  38|O |20112MRS.JPH..0000H / 
18175882-4246154|ESO_280-_G_007                |18h17m58.8s -42d46m15s|G     |  6040|    |    |2008ApJ...685.1320C|   6040|   0|O |1988cgsd.book.....F / 
18193713-4211238|ESO_335-_G_008                |18h19m37.1s -42d11m24s|G     |  6190|    |    |2008ApJ...685.1320C|   6190|   0|O |1988cgsd.book.....F / 
18314192+1639104|2MASX_J18314192+1639104       |18h31m41.9s +16d39m10s|G     |  4812|    |    |2008ApJ...685.1320C|   4812|   2|O |2000MNRAS.317...55S / 
18361223+2103534|2MASX_J18361223+2103534       |18h36m12.2s +21d03m53s|G     |  5000|    |    |2008ApJ...685.1320C|   5000| 500|O |20112MRS.Arec.0000H / 
18373897+2011446|CGCG_114-023                  |18h37m39.0s +20d11m45s|G     |  4626|    |    |2008ApJ...685.1320C|   4626|  64|O |20112MRS.JPH..0000H / 
18430306+3723587|MCG_+06-41-020                |18h43m03.1s +37d23m59s|G     |  6968|    |    |2008ApJ...685.1320C|   6968|  51|O |20112MRS.ZMA..0000H / SAO/TDC spectral archive #T20950
18490117+1919518|IC_4791                       |18h49m01.2s +19d19m52s|G     |  4765|    |    |2008ApJ...685.1320C|   4765|  39|F |20112MRS.FLWO.0000H / 
18490970+1806228|2MFGC_14598                   |18h49m09.7s +18d06m23s|G     |  4826|    |    |2008ApJ...685.1320C|   4826|  33|F |20112MRS.FLWO.0000H / 
18530345-6316593|2MASX_J18530345-6316593       |18h53m03.4s -63d16m59s|G     |  4485|    |    |2008ApJ...685.1320C|   4485| 106|O |1992AJ....104..495M / 
19033929-5356032|ESO_184-_G_005                |19h03m39.3s -53d56m03s|G     |  4573|    |    |2008ApJ...685.1320C|   4573|   0|O |20112MRS.DaSt.0000H / 
19102325+4910049|CGCG_256-008                  |19h10m23.2s +49d10m05s|G     |  8938|    |    |2008ApJ...685.1320C|   8938|  35|O |20112MRS.JPH..0000H / 
19133775+4903369|CGCG_256-012                  |19h13m37.7s +49d03m36s|G     |  9028|    |    |2008ApJ...685.1320C|   9028|  31|O |20112MRS.JPH..0000H / 
19303004-0028146|2MASX_J19303004-0028146       |19h30m30.0s -00d28m15s|G     |  7161|    |    |2008ApJ...685.1320C|   7161|  26|F |20112MRS.FLWO.0000H / 
19305286-0037278|2MASX_J19305286-0037278       |19h30m52.8s -00d37m28s|G     |  7165|    |    |2008ApJ...685.1320C|   7165|  38|F |20112MRS.FLWO.0000H / 
19312276+3702213|MCG_+06-43-003                |19h31m22.8s +37d02m22s|G     |  4557|    |    |2008ApJ...685.1320C|   4557|  31|F |20112MRS.FLWO.0000H / 
19322014-2923090|2MASX_J19322014-2923090       |19h32m20.2s -29d23m09s|G     |  7145|    |    |2008ApJ...685.1320C|   7145|  40|O |1992ApJS...83...29S / 
19355828+3718363|2MASX_J19355828+3718363       |19h35m58.3s +37d18m36s|G     |  8372|    |    |2008ApJ...685.1320C|   8372|  32|F |20112MRS.FLWO.0000H / 
19360456+3714163|2MASX_J19360456+3714163       |19h36m04.6s +37d14m16s|G     |  8644|    |    |2008ApJ...685.1320C|   8644|  27|F |20112MRS.FLWO.0000H / 
19373911+0239410|2MASX_J19373911+0239410       |19h37m39.1s +02d39m41s|G     |  7217|    |    |2008ApJ...685.1320C|   7217|  29|F |20112MRS.FLWO.0000H / 
19380939+3656463|2MASX_J19380939+3656463       |19h38m09.4s +36d56m46s|G     |  8447|    |    |2008ApJ...685.1320C|   8447|  36|F |20112MRS.FLWO.0000H / 
19411527-2804098|ESO_460-_G_023                |19h41m15.3s -28d04m10s|G     |  5585|    |    |2008ApJ...685.1320C|   5585|  50|O |20112MRS.DaSt.0000H / 
19425958-2725091|ESO_460-_G_026                |19h42m59.6s -27d25m09s|G     |  5845|    |    |2008ApJ...685.1320C|   5845|  21|O |20112MRS.DaSt.0000H / 
19470868+4202145|2MASX_J19470868+4202145       |19h47m08.7s +42d02m14s|G     |  8629|    |    |2008ApJ...685.1320C|   8629|  26|F |20112MRS.FLWO.0000H / 
19473652+4203365|2MASX_J19473652+4203365       |19h47m36.5s +42d03m36s|G     |  8610|    |    |2008ApJ...685.1320C|   8610|  38|F |20112MRS.FLWO.0000H / 
19565438+4022272|2MASX_J19565438+4022272       |19h56m54.4s +40d22m28s|G     |  4829|    |    |2008ApJ...685.1320C|   4829|  25|F |20112MRS.FLWO.0000H / 
