# The 2MASS Redshift Survey
# Huchra et al., ApJS, in press
#
# http://tdc-www.harvard.edu/2mrs/
# catalog version 2.4, 2011 Dec 16
# maintained by Lucas Macri, lmacri@tamu.edu
#
# Code "O": NED entries without cz, but ZCAT contained cz (either from literature or from JPH's earlier unpublished observations)
#
#2MASS_ID        NED_ID                         RA          DEC        TYPE   NED_CZ QUAL NED_BIBCODE         2MRS_CZ  ERR CD 2MRS_BIBCODE
00002508+0751138|UGC 12892                     |00h00m25.1s +07d51m14s|G     |      |    |                   |  12265|  36|O |20112MRS.MMT..0000H / M09231
00352642+0452199|UGC 00350                     |00h35m26.4s +04d52m20s|G     |      |    |                   |  11555|  58|O |20112MRS.ZMA..0000H / T23384
00374286+0330564|2MASX J00374286+0330564       |00h37m42.9s +03d30m56s|G     |      |    |                   |   5146|  57|O |1992ApJS...83...29S / 
00392858+2113480|2MASX J00392858+2113480       |00h39m28.6s +21d13m48s|G     |      |    |                   |  17562|  33|O |20112MRS.FLWO.0000H / 1998.0930
00414706+0823244|CGCG 409-063                  |00h41m47.1s +08d23m24s|G     |      |    |                   |  12944|  51|O |20112MRS.ZMA..0000H / T26972
00482330+0719392|UGC 00495                     |00h48m23.3s +07d19m40s|G     |      |    |                   |  12319|  33|O |20112MRS.JPH..0000H /       
00491424+1208581|2MASX J00491424+1208581       |00h49m14.3s +12d08m58s|IrS   |      |    |                   |  11495|  39|O |20112MRS.ZMA..0000H / T26793 
00504132+1121055|UGC 00517                     |00h50m41.3s +11d21m06s|G     |      |    |                   |  12070|  36|O |20112MRS.ZMA..0000H / T26794
00543974-6317016|ESO 079- G 010                |00h54m39.7s -63d17m02s|G     |      |    |                   |   5662|  79|O |2000MNRAS.317...55S /
00573988+0805332|UGC 00596                     |00h57m39.9s +08d05m33s|G     |      |    |                   |  11723|  50|O |20112MRS.ZMA..0000H / T25108
00590694+1258237|CGCG 435-032                  |00h59m06.9s +12d58m24s|G     |      |    |                   |  17136|  45|O |20112MRS.MMT..0000H / M09215 
01052718+3751084|2MASX J01052718+3751084       |01h05m27.2s +37d51m08s|G     |      |    |                   |   7379| 109|O |2000MNRAS.317...55S / 
01090710+1718100|2MFGC 00840                   |01h09m07.1s +17d18m10s|G     |      |    |                   |  11663|  65|O |1989DartC.T00R....H / in LEDA
01092900+1705029|2MASX J01092900+1705029       |01h09m29.0s +17d05m03s|G     |      |    |                   |  16423|  69|O |1989DartC.T00R....H / in LEDA
01104599+1759257|2MASX J01104599+1759257       |01h10m45.9s +17d59m26s|G     |      |    |                   |  18776|  74|O |1989DartC.T00R....H / in LEDA
01123332+1632501|CGCG 459-016 NED01            |01h12m33.3s +16d32m50s|G     |      |    |                   |  12768|  38|O |20112MRS.ZMA..0000H / T17561
01124440+0843148|CGCG 411-006                  |01h12m44.4s +08d43m15s|G     |      |    |                   |  10877|  53|O |20112MRS.ZMA..0000H / T26764
01151458+4057180|2MASX J01151458+4057180       |01h15m14.6s +40d57m18s|G     |      |    |                   |  29319|   0|O |2000ApJS..129..547B /                     
01151808-4630466|ESO 244- G 008                |01h15m18.1s -46d30m47s|G     |      |    |                   |   8950| 100|O |1990AJ....100.1409K / in LEDA
01171800+1615564|MCG +03-04-014 NED01          |01h17m18.0s +16d15m56s|G     |      |    |                   |  20528|  54|O |20112MRS.ZMA..0000H / T27044
01213516+2345335|UGC 00900                     |01h21m35.2s +23d45m33s|G     |      |    |                   |  11708|  35|O |20112MRS.ZMA..0000H / T26829
01244786-6837199|2MASX J01244786-6837199       |01h24m47.9s -68d37m20s|G     |      |    |                   |  10778|   0|O |2001A&A...371..895D /
01284429+0651594|CGCG 411-058                  |01h28m44.3s +06d51m59s|G     |      |    |                   |  15468|  42|O |20112MRS.ZMA..0000H / T25275 
01301634+2035593|CGCG 459-066 NED02            |01h30m16.3s +20d36m00s|G     |      |    |                   |  14389|  35|O |2000UZC...C......0F / 
01314146-5120141|2MASX J01314146-5120141       |01h31m41.4s -51d20m14s|G     |      |    |                   |  16458|  60|O |1994MNRAS..269.151D / Dalton, PhD Thesis
01315818-5115280|ESO 196- G 012                |01h31m58.2s -51d15m28s|G     |      |    |                   |  15184| 130|O |1992srcg.book.....D / 
01322054-5131089|2MASX J01322054-5131089       |01h32m20.5s -51d31m09s|G     |      |    |                   |  16132|  74|O |1992srcg.book.....D / 
01420603-4205470|LCRS B013958.1-422054         |01h42m06.0s -42d05m47s|G     |      |    |                   |  23083|  77|O |1994MNRAS.269..151D /
01471201-6606353|2MASX J01471201-6606353       |01h47m12.0s -66d06m35s|G     |      |    |                   |   7938|  78|O |2000MNRAS.317...55S / in LEDA
01484374+3257241|V Zw 110                      |01h48m43.8s +32d57m25s|G     |      |    |                   |  10199|  24|O |20112MRS.MMT..0000H / M08628 
01500244+1653059|2MASX J01500244+1653059       |01h50m02.4s +16d53m06s|G     |      |    |                   |   8258|  48|O |20112MRS.ZMA..0000H / T24795 
01500959+4330007|2MASX J01500959+4330007       |01h50m09.6s +43d30m01s|G     |      |    |                   |   6471| 131|O |2000MNRAS.317...55S / in LEDA
01502022+1743429|III Zw 036                    |01h50m20.2s +17d43m43s|G     |      |    |                   |  19123|  81|O |20112MRS.ZMA..0000H / T24796
01503574+3301441|VI Zw 058                     |01h50m35.7s +33d01m44s|G     |      |    |                   |  11305|  23|O |20112MRS.MMT..0000H / M08597 
01520575+3311231|2MASX J01520575+3311231       |01h52m05.7s +33d11m23s|G     |      |    |                   |  25683|  34|O |20112MRS.MMT..0000H / M08602 
01530094-6227457|AM 0151-624 NED01             |01h53m01.0s -62d27m46s|G     |      |    |                   |   9291|  79|O |2000MNRAS.317...55S /
01531849-7814209|ESO 013- G 024                |01h53m18.5s -78d14m21s|G     |      |    |                   |   8282|  79|O |2000MNRAS.317...55S /
01583629+0917052|MCG +01-06-018                |01h58m36.3s +09d17m05s|G     |      |    |                   |   9340| 131|O |2000MNRAS.317...55S / in LEDA
02010152-0538058|2MFGC 01536                   |02h01m01.5s -05d38m06s|G     |      |    |                   |   5635| 100|O |1987AJ.....94..563S / in LEDA
02024191+1907330|2MASX J02024191+1907330       |02h02m41.9s +19d07m33s|G     |      |    |                   |  20103|  50|O |20112MRS.ZMA..0000H / T16803 
02025764+1909229|2MASX J02025764+1909229       |02h02m57.6s +19d09m23s|G     |      |    |                   |  19763|  31|O |20112MRS.ZMA..0000H / T16804 
02032950-6246567|2MASX J02032950-6246567       |02h03m29.5s -62d46m57s|G     |      |    |                   |   6158|  79|O |2000MNRAS.317...55S /
02202896+2909282|V Zw 220 NOTES01              |02h20m29.0s +29d09m28s|G     |      |    |                   |  13575|  60|O |1970ApJ...160..405S / in LEDA
02212774+1818497|2MASX J02212774+1818497       |02h21m27.7s +18d18m50s|G     |      |    |                   |   8386| 103|O |2000MNRAS.317...55S / in LEDA
02343556+2957259|2MASX J02343556+2957259       |02h34m35.6s +29d57m26s|G     |      |    |                   |   5305|  32|O |20112MRS.ZMA..0000H / T15203 
02370923+8452010|VII Zw 004                    |02h37m09.1s +84d52m01s|G     |      |    |                   |   5636|   0|O |1999MNRAS.308..897L / in LEDA
02371119+2751334|2MASX J02371119+2751334       |02h37m11.2s +27d51m34s|G     |      |    |                   |  10803|  21|O |20112MRS.FLWO.0000H / 1999.0410
02430261+3218453|V Zw 274                      |02h43m02.6s +32d18m45s|G     |      |    |                   |  14580| 117|O |2000MNRAS.317...55S / in LEDA
02442699+4933031|UGC 02209                     |02h44m27.0s +49d33m03s|G     |      |    |                   |   8394|   0|O |1998MNRAS.299...24L /
02473820+1552457|2MASX J02473820+1552457       |02h47m38.2s +15d52m46s|G     |      |    |                   |   7578|  40|O |20112MRS.ZMA..0000H / T24827 
02483933+1315339|IC 1850                       |02h48m39.3s +13d15m34s|G     |      |    |                   |   9012|  35|O |20112MRS.MMT..0000H / M10065 
02504892+1609355|CGCG 463-029                  |02h50m48.9s +16d09m35s|G     |      |    |                   |   9891|  44|O |20112MRS.ZMA..0000H / T24778 
02515998+1331169|2MASX J02515998+1331169       |02h52m00.0s +13d31m17s|G     |      |    |                   |  10261|  50|O |20112MRS.MMT..0000H / M10048
02542011+1337014|2MASX J02542011+1337014       |02h54m20.1s +13d37m01s|G     |      |    |                   |   9909|  51|O |20112MRS.MMT..0000H / M10049
02573217+1228144|2MASX J02573217+1228144       |02h57m32.2s +12d28m14s|G     |      |    |                   |   9381|  35|O |20112MRS.JPH..0000H /       
02593161+3556301|2MASX J02593161+3556301       |02h59m31.6s +35d56m30s|G     |      |    |                   |  14246|  67|O |1989DartC.T00R....H / in LEDA
02595005+0304588|KUG 0257+028                  |02h59m50.0s +03d04m59s|G     |      |    |                   |   6069|  33|O |2000MNRAS.317...55S / in LEDA
03093552+0217300|CGCG 390-010                  |03h09m35.5s +02d17m31s|G     |      |    |                   |  12677|  30|O |20112MRS.ZMA..0000H / T15569
03094343+2112273|2MASX J03094343+2112273       |03h09m43.5s +21d12m27s|G     |      |    |                   |  10480|  30|O |20112MRS.FLWO.0000H / 1997.1028 
03094641+1559272|2MASX J03094641+1559272       |03h09m46.4s +15d59m28s|G     |      |    |                   |   9933|  33|O |20112MRS.MMT..0000H / M09253
03102408+2015145|2MFGC 02592                   |03h10m24.1s +20d15m15s|G     |      |    |                   |  10769|  19|O |20112MRS.FLWO.0000H / 1997.1126 
03105990+1647172|2MASX J03105990+1647172       |03h10m59.9s +16d47m17s|G     |      |    |                   |   4835|  36|O |20112MRS.MMT..0000H / M10302 
03112797+1048292|NGC 1236                      |03h11m28.0s +10d48m30s|G     |      |    |                   |   7603|  37|O |20112MRS.ZMA..0000H / T15762
03123075+2029530|2MASX J03123075+2029530       |03h12m30.8s +20d29m53s|G     |      |    |                   |  14301|  30|O |20112MRS.FLWO.0000H / 1997.1101
03123634+1636153|2MASX J03123634+1636153       |03h12m36.4s +16d36m16s|G     |      |    |                   |  12520|  35|O |20112MRS.MMT..0000H / M09249
03133804+0245276|UGC 02599                     |03h13m38.0s +02d45m28s|G     |      |    |                   |  11273|  31|O |20112MRS.ZMA..0000H / T15420
03143772+1624485|2MASX J03143772+1624485       |03h14m37.8s +16d24m48s|G     |      |    |                   |  11575|  69|O |20112MRS.MMT..0000H / M10070
03152679+1602345|2MASX J03152679+1602345       |03h15m26.8s +16d02m35s|G     |      |    |                   |  11423|  24|O |20112MRS.MMT..0000H / M10300 
03163720+1622070|MCG +03-09-012                |03h16m37.2s +16d22m07s|G     |      |    |                   |  12311|  57|O |20112MRS.MMT..0000H / M10072 
03164259+1444151|2MASX J03164259+1444151       |03h16m42.6s +14d44m15s|G     |      |    |                   |  11484|  40|O |20112MRS.MMT..0000H / M09282
03170909+1453193|2MASX J03170909+1453193       |03h17m09.1s +14d53m19s|G     |      |    |                   |  12009|  39|O |20112MRS.MMT..0000H / M09284
03193639-6659414|AM 0319-671                   |03h19m36.4s -66d59m41s|G     |      |    |                   |  17708| 100|O |1987AJ.....94..563S /
03195090+2633165|2MASX J03195090+2633165       |03h19m50.9s +26d33m17s|G     |      |    |                   |  11166| 118|O |2000MNRAS.317...55S / 
03203956+0802229|2MASX J03203956+0802229       |03h20m39.6s +08d02m23s|G     |      |    |                   |  14639|  63|O |20112MRS.MMT..0000H / M10051
03225150+0735146|2MASX J03225150+0735146       |03h22m51.5s +07d35m14s|G     |      |    |                   |   8097|  48|O |20112MRS.MMT..0000H / M09287 
03231752+0741018|2MASX J03231752+0741018       |03h23m17.5s +07d41m02s|G     |      |    |                   |   8340|  65|O |20112MRS.MMT..0000H / M09289 
03233844+0642417|2MFGC 02784                   |03h23m38.5s +06d42m41s|G     |      |    |                   |   8497|  41|O |20112MRS.MMT..0000H / M09285
03235280+0649157|2MASX J03235280+0649157       |03h23m52.8s +06d49m16s|G     |      |    |                   |   8516|  38|O |20112MRS.MMT..0000H / M09286
03262233+0940045|2MASX J03262233+0940045       |03h26m22.3s +09d40m04s|G     |      |    |                   |  11848|  62|O |20112MRS.FLWO.0000H /        
03262510+0940135|2MASX J03262510+0940135       |03h26m25.1s +09d40m14s|G     |      |    |                   |  11217|  35|O |20112MRS.JPH..0000H /       
03265006+0812201|2MASX J03265006+0812201       |03h26m50.1s +08d12m21s|G     |      |    |                   |  18905|  69|O |20112MRS.MMT..0000H / M10074
03274927+0717227|2MASX J03274927+0717227       |03h27m49.3s +07d17m23s|G     |      |    |                   |   8468|  49|O |20112MRS.MMT..0000H / M09291
03280384+0541379|2MASX J03280384+0541379       |03h28m03.9s +05d41m38s|G     |      |    |                   |   9623|  35|O |20112MRS.MMT..0000H / M09292
03285451-0414423|KUG 0326-044                  |03h28m54.5s -04d14m42s|G     |      |    |                   |  10632| 103|O |2000MNRAS.317...55S / in LEDA
03322424+1523302|CGCG 442-001 NED01            |03h32m24.2s +15d23m30s|G     |      |    |                   |   6117|  35|O |20112MRS.ZMA..0000H / T24819
03351275+2903155|2MASX J03351275+2903155       |03h35m12.8s +29d03m15s|G     |      |    |                   |  11026|  33|O |20112MRS.FLWO.0000H / 1997.1025 
03354076+3824363|2MASX J03354076+3824363       |03h35m40.8s +38d24m36s|G     |      |    |                   |  12961| 132|O |2000MNRAS.317...55S / in LEDA
03373802+1001184|2MASX J03373802+1001184       |03h37m38.0s +10d01m19s|G     |      |    |                   |   9701|  60|O |20112MRS.ZMA..0000H / T06374
03375476+1002350|2MASX J03375476+1002350       |03h37m54.7s +10d02m35s|G     |      |    |                   |   9579|  38|O |20112MRS.MMT..0000H / M03280 
03380860+1007068|2MASX J03380860+1007068       |03h38m08.6s +10d07m07s|G     |      |    |                   |  10186|  66|O |20112MRS.ZMA..0000H / T07934 
03384984+0949299|2MASX J03384984+0949299       |03h38m49.8s +09d49m30s|G     |      |    |                   |  10060|  61|O |20112MRS.ZMA..0000H / T08016 
03391811+0953531|2MASX J03391811+0953531       |03h39m18.1s +09d53m53s|G     |      |    |                   |  11241|  30|O |20112MRS.ZMA..0000H / T06006
03412345-5955504|MC 0340-600                   |03h41m23.4s -59d55m50s|G     |      |    |                   |  17988|  72|O |1988edgc.book.....P / in LEDA
03455777+1119528|2MASX J03455777+1119528       |03h45m57.8s +11d19m53s|G     |      |    |                   |  10865|  52|O |20112MRS.ZMA..0000H / T25286
03464003+4256269|2MFGC 03133                   |03h46m40.0s +42d56m27s|G     |      |    |                   |  12515| 100|O |2000MNRAS.317...55S / in LEDA
03472230+2905527|2MASX J03472230+2905527       |03h47m22.3s +29d05m53s|G     |      |    |                   |   6978|  31|O |20112MRS.FLWO.0000H / 1997.1025
03502420+1359583|2MASX J03502420+1359583       |03h50m24.2s +13d59m58s|G     |      |    |                   |   8533| 109|O |2000MNRAS.317...55S / in LEDA
03515803-5955459|IC 2010                       |03h51m58.0s -59d55m46s|G     |      |    |                   |   5301|  82|O |2000MNRAS.317...55S /
03545191+2818326|2MASX J03545191+2818326       |03h54m51.9s +28d18m33s|G     |      |    |                   |   6980|  36|O |20112MRS.FLWO.0000H / 1997.1026
03562315+2753204|2MASX J03562315+2753204       |03h56m23.1s +27d53m20s|G     |      |    |                   |  16609|  29|O |20112MRS.FLWO.0000H / 1997.1028 
04000411-5322153|IC 2024                       |04h00m04.1s -53d22m16s|G     |      |    |                   |  11689|  85|O |2000MNRAS.317...55S /
04015997+2954154|2MFGC 03300                   |04h02m00.0s +29d54m15s|G     |      |    |                   |   3923|  34|O |20112MRS.FLWO.0000H / 1997.1027
04020625+1411257|2MASX J04020625+1411257       |04h02m06.2s +14d11m25s|G     |      |    |                   |  18832|  92|O |20112MRS.MMT..0000H / M10052
04022904+2931100|2MASX J04022904+2931100       |04h02m29.0s +29d31m10s|G     |      |    |                   |   5947|  15|O |2000MNRAS.317...55S / in LEDA
04024338-0427431|MCG -01-11-001                |04h02m43.4s -04d27m43s|G     |      |    |                   |   5057| 116|O |2000MNRAS.317...55S / in LEDA
04032648+1322500|2MASX J04032648+1322500       |04h03m26.5s +13d22m50s|G     |      |    |                   |  10898|  73|O |20112MRS.MMT..0000H / M09924 
04040630+1312471|2MASX J04040630+1312471       |04h04m06.3s +13d12m47s|G     |      |    |                   |  11486|  51|O |20112MRS.MMT..0000H / M09300
04042190-4756598|ESO 201- G 017                |04h04m21.9s -47d57m00s|G     |      |    |                   |   4157|  49|O |20112MRS.JPH..0000H /       
04051811+1428179|2MASX J04051811+1428179       |04h05m18.1s +14d28m18s|G     |      |    |                   |   8247|  37|O |20112MRS.MMT..0000H / M09301
04063078+1450139|2MASX J04063078+1450139       |04h06m30.8s +14d50m14s|G     |      |    |                   |  10250|  55|O |20112MRS.MMT..0000H / M09923
04072675+0145382|MCG +00-11-012                |04h07m26.8s +01d45m38s|G     |      |    |                   |   5185| 108|O |2000MNRAS.317...55S / in LEDA
04124596+2946124|2MASX J04124596+2946124       |04h12m46.0s +29d46m12s|G     |      |    |                   |   4663|  20|O |1990ApJ...357..388L / in LEDA
04134012-6131269|2MASX J04134012-6131269       |04h13m40.1s -61d31m27s|IrS   |      |    |                   |  17534|   0|O |20112MRS.Stra.0000H / Strauss, priv. comm (ESO master)
04134720-5303461|2MASX J04134720-5303461       |04h13m47.2s -53d03m46s|G     |      |    |                   |  10967|  88|O |1984A&AS...57....1C / in LEDA
04135591+3126079|UGC 02990                     |04h13m55.9s +31d26m08s|G     |      |    |                   |   6296|  29|O |20112MRS.ZMA..0000H / T23684
04142645-7431069|AM 0415-743                   |04h14m26.4s -74d31m07s|G     |      |    |                   |   8579|  79|O |2000MNRAS.317...55S /
04165508+2329112|UGC 02999                     |04h16m55.1s +23d29m11s|G     |      |    |                   |   6599|  58|O |20112MRS.ZMA..0000H / T23600
04173498+3608051|2MASX J04173498+3608051       |04h17m35.0s +36d08m05s|G     |      |    |                   |  16329|  47|O |20112MRS.MMT..0000H / M09903
04181036-6011013|ESO 118-IG 018                |04h18m10.4s -60d11m01s|G     |      |    |                   |  19113|  78|O |20112MRS.Stra.0000H / Strauss, priv. comm (ESO master)
04200400-0059406|2MASX J04200400-0059406       |04h20m04.0s -00d59m41s|G     |      |    |                   |   9974|  31|O |20112MRS.ZMA..0000H / T09204 
04224222-5129087|2MASX J04224222-5129087       |04h22m42.2s -51d29m09s|G     |      |    |                   |  12798|  88|O |1984A&AS...57....1C / in LEDA
04252989-7353411|2MASX J04252989-7353411       |04h25m30.0s -73d53m41s|G     |      |    |                   |   8031|  77|O |2000MNRAS.317...55S / in LEDA
04261618+2448046|2MASX J04261618+2448046       |04h26m16.2s +24d48m05s|G     |      |    |                   |   8914|  44|O |2000MNRAS.317...55S /
04271967-5133078|2MASX J04271967-5133078       |04h27m19.7s -51d33m08s|G     |      |    |                   |  11220|  60|O |1991srcp.book.....F /
04275099+1043596|KUG 0425+106                  |04h27m51.0s +10d44m00s|G     |      |    |                   |   6043|  36|O |1988PASP..100.1423M /
04333949-0757545|2MASX J04333949-0757545       |04h33m39.5s -07d57m55s|G     |      |    |                   |  10302| 108|O |2000MNRAS.317...55S / in LEDA
04360883+1916568|2MASX J04360883+1916568       |04h36m08.8s +19d16m57s|G     |      |    |                   |  19623| 124|O |2000MNRAS.317...55S / in LEDA
04422864-4414546|AM 0440-442                   |04h42m28.6s -44d14m54s|G     |      |    |                   |  12084| 100|O |1987AJ.....94..563S / 
04422994-4412036|2MASX J04422994-4412036       |04h42m30.0s -44d12m04s|G     |      |    |                   |  12870| 100|O |1987AJ.....94..563S /
04432988-2105132|ESO 551- G 032                |04h43m29.9s -21d05m14s|G     |      |    |                   |   9280|  47|O |1991srcp.book.....F / in HyperLEDA
04441142-4129513|NGC 1660                      |04h44m11.4s -41d29m51s|G     |      |    |                   |   6263|  78|O |2000MNRAS.317...55S /
04441432-6236442|2MASX J04441432-6236442       |04h44m14.3s -62d36m44s|G     |      |    |                   |   5242|  77|O |2000MNRAS.317...55S / in LEDA
04444356-4433487|2MASX J04444356-4433487       |04h44m43.5s -44d33m49s|G     |      |    |                   |  14109| 100|O |1987AJ.....94..563S /
04463341-4444192|2MASX J04463341-4444192       |04h46m33.4s -44d44m19s|G     |      |    |                   |   9375| 100|O |1987AJ.....94..563S /
04464108-4445297|AM 0445-445 NED01             |04h46m41.1s -44d45m30s|G     |      |    |                   |  10216| 100|O |1987AJ.....94..563S / in LEDA
04464127-4445037|AM 0445-445 NED02             |04h46m41.3s -44d45m04s|G     |      |    |                   |  10033| 100|O |1987AJ.....94..563S / in LEDA
04484738+2845197|2MASX J04484738+2845197       |04h48m47.4s +28d45m20s|G     |      |    |                   |   3182|  46|O |20112MRS.FLWO.0000H / 1995.1120
04543227-2033121|2MASX J04543227-2033121       |04h54m32.3s -20d33m12s|G     |      |    |                   |  18459|  69|O |1992srcg.book.....D / 
04543647-2046411|2MASX J04543647-2046411       |04h54m36.5s -20d46m42s|G     |      |    |                   |  17672|  65|O |1992srcg.book.....D / 
04580477-6355133|ESO 085- G 024                |04h58m04.8s -63d55m13s|G     |      |    |                   |   4946|  33|O |20112MRS.Stra.0000H / Strauss, priv. comm (ESO master)
05003418-6204211|2MASX J05003418-6204211       |05h00m34.2s -62d04m21s|G     |      |    |                   |   9032|  26|O |1985LCS.......0000D / Davis, Sargent & Tonry, 1985 Las Campanas Survey
05005065-3839169|MCG -06-12-002                |05h00m50.6s -38d39m17s|G     |      |    |                   |  16779|  74|O |20112MRS.m301.0000H / A045908.6-384336 ZCAT#\0259286 unknown provenance, entered circa 2002.0207
05012721+1205332|2MASX J05012721+1205332       |05h01m27.2s +12d05m33s|G     |      |    |                   |  11303|  43|O |1995ApJS..100...69F / IRAS 1.2Jy (from JPH own obs.)
05075359-6111253|NGC 1796B NED01               |05h07m53.6s -61d11m25s|G     |      |    |                   |   5758|  28|O |1985LCS.......0000D / Davis, Sargent & Tonry, 1985 Las Campanas Survey
05084540+3116199|2MASX J05084540+3116199       |05h08m45.7s +31d16m38s|G     |      |    |                   |   6597|  42|O |20112MRS.FLWO.0000H / 1995.1120
05092145+2307355|2MASX J05092145+2307355       |05h09m21.5s +23d07m36s|G     |      |    |                   |  19126|  68|O |20112MRS.FLWO.0000H / 1995.1120 
05173904+0700478|2MASX J05173904+0700478       |05h17m39.0s +07d00m48s|G     |      |    |                   |   7959|  37|O |20112MRS.ZMA..0000H / T17944
05195568-6307319|2MASX J05195568-6307319       |05h19m55.7s -63d07m32s|G     |      |    |                   |   7586| 102|O |2000MNRAS.317...55S / 
05202668-6951263|ESO 056- G?104                |05h20m26.7s -69d51m26s|G     |      |    |                   |   5720|  27|O |20112MRS.Stra.0000H / Strauss, priv. comm (ESO master)
05211387+1706540|2MASX J05211387+1706540       |05h21m13.9s +17d06m54s|G     |      |    |                   |   6538|  22|O |2000MNRAS.317...55S / in LEDA
05221550-1333418|2MASX J05221550-1333418       |05h22m15.5s -13d33m42s|G     |      |    |                   |  16613| 139|O |2000MNRAS.317...55S / in HyperLEDA
05223604+5122246|CGCG 258-008                  |05h22m36.1s +51d22m24s|G     |      |    |                   |   9223| 153|O |2000MNRAS.317...55S / in LEDA
05250107+6456457|CGCG 307-011                  |05h25m01.0s +64d56m46s|G     |      |    |                   |  13189| 103|O |2000MNRAS.317...55S / in LEDA
05274059-3714598|ESO 363- G 002                |05h27m40.7s -37d15m00s|G     |      |    |                   |  13525|  15|O |20112MRS.SAAO.0000H / Fairall, Menzies, da Costa & Latham, priv. comm.
05304548+5217447|2MASX J05304548+5217447       |05h30m45.5s +52d17m45s|G     |      |    |                   |   8483| 216|O |2000MNRAS.317...55S / in LEDA
05320459+0916351|2MASX J05320459+0916351       |05h32m04.6s +09d16m35s|G     |      |    |                   |  10233|  27|O |20112MRS.FLWO.0000H / 1995.1121
05344168+2014297|2MASX J05344168+2014297       |05h34m41.7s +20d14m30s|G     |      |    |                   |   8244|  36|O |20112MRS.FLWO.0000H / 1995.1201
